entry
Q49AM1
Q9Y5K6
P14921
P25024
Q96PU8
Q5JUK3
Q5TZA2
Q8NH90
P31483
O43866
P56524
A6NEQ2
Q14CM0
Q9HCM1
P48739
O14647
P23760
P46926
O60861
Q96EK2
Q13415
O60844
Q9NY15
Q9P0K7
Q8N715
A7MD48
Q15726
P12544
Q9BZ95
Q9H1X3
P48634
Q5VV67
Q9UKT9
Q5T5Y3
Q9UHW5
M0QZC1
Q8TEA7
Q13243
Q96LU7
Q9NW82
P49411
Q9H816
P05166
Q13435
Q92466
Q8NGW6
Q8WUB8
Q9UDY4
Q6X784
Q32M78
O00217
Q9UK32
P54577
Q9Y490
Q96NL3
Q96C24
O95232
P58107
P57081
Q96RK0
Q9ULD4
P02751
Q13620
P02747
Q96I51
P52907
Q8N8Q3
Q9P2T0
Q9H706
Q5TEJ8
Q8N271
Q7Z7G1
Q9Y603
Q8NBT3
O95602
Q7Z736
P04264
P41180
Q13515
P01024
Q15063
Q15021
O15231
Q9H609
Q99929
