entry
ADA32_HUMAN
ERI3_HUMAN
ATRX_HUMAN
IPO5_HUMAN
VWA3B_HUMAN
CHD2_HUMAN
TSHB_HUMAN
CP51A_HUMAN
ABTB2_HUMAN
PARP1_HUMAN
PHF10_HUMAN
UBP34_HUMAN
ETS1_HUMAN
ZN185_HUMAN
EFTU_HUMAN
COX5A_HUMAN
SGSM3_HUMAN
