entry
ADA1B
EP3A
GOGA4
PA24D
MLX
NBAS
GPBL1
TIE2
Z280D
IF172
ASB7
CO4A4
PSMD5
ARMD3
DDX55
PAQR4
DUOX1
TYW1B
DGLA
SP100
NEMP1
ZC3H4
CQ100
TIGD6
NSD2
RRS1
LOX15
O52L2
FAN1
OR5B2
DYHC1
TCRG1
G3P
SCN4A
CELF2
TTC4
HCN2
SLIP
CCD15
RM09
NNMT
KANK2
FOCAD
RANB3
FOXK2
IF2G
ZNF98
TULP1
TRFE
GATB
ZO2
WWOX
RSF1
JMY
LRC31
MUC19
KV229
STAB2
SNW1
DEN2C
ANPRC
APEX2
RWD2B
CBR3
ZN816
GWL
TOPRS
KPCT
PRPS2
CC168
"NACAM"
IF4G2
SMG1
ZDH21
STB5L
RIT2
ALPK3
FRPD3
GLT15
P2R3A
CAC1H
RN133
GRHL2
WBP11
EVX2
MAP1A
UCP5
NUCKS
PABP1
PK3CG
DYH7
ALBU
GPTC8
AINX
MAGBH
SH3G1
P3C2B
O13A1
GLRB
BHA09
SERF1
GNTK
MAP4
ASTRA
MP2K4
PTPRN
ZN236
PDZ11
ZN503
MBOA5
MEF2C
NBPF4
SLX4
DHX15
BTNL2
STAT6
CND1
WHRN
CQ051
SMYD5
MECOM
UBR3
CCD60
RPF1
FRS2
PSB8
LAMA5
ACTT1
ASXL3
EP400
S29A2
H1FNT
ZN581
TRUB1
TM209
MPRI
DNJB7
JAGN1
LRCC1
IGSF6
US6NL
P121A
ASMT
DC2I1
ZSC18
AT2B3
EXOC5
PRRX1
MPIP1
PATE4
ENPP1
AP1S2
3BP1
WDR3
MED8
DNMT1
RTN2
TLE6
EF1DL
CYTC
WRIP1
TM101
RGAP1
KI26A
COPG2
TOM40
AFDDT
ATL5
KCTD3
SIM24
GPER1
FGF11
WDR19
TMTC3
ZMYM4
ZSC10
CD109
FABP9
CARD9
WHAL1
MMP20
ADA23
MOT9
MORN2
CBS
I5P2
STK31
SV2A
PR20A
SMAG1
PPR1B
Z324B
ARAP3
MRM3
NDUA3
ZNF83
HMGX3
KLK7
H90B3
HMCN2
TRM6
FTCD
RL7A
CBX7
TET3
RILP
PROP1
KINH
ATS3
CQ098
WDR38
TIM14
TNR6A
CNTN6
NPAS3
PRD14
TRI68
ZSWM9
ABCA9
AK1A1
NTF3
CPNE3
NPHP4
Z512B
FBRL
PCARE
ABLM3
ERBIN
CCNT1
DAAF4
OXLA
BMP3
MFN2
RS8
NUB1
RIPR1
CTTB2
RHG07
T2FA
NB5R4
CH049
DC121
PRDM7
IGLC3
FGR
SRSF4
HEMGN
SACS
IKZF3
CHSS1
C4BPA
BET1
TBD2B
TNR6C
CBPA2
E2F8
ATS9
SEM3C
CARD8
SYDE2
EFC1
PLCH1
TTLL3
CANT1
TMOD4
FOLH1
GNAQ
YF009
CP2U1
FABPH
P20D2
SNCAP
WDR41
TCEA1
FANCI
ANK2
SN12L
ANR35
STAG3
RASLC
AQP73
RWD2A
MYO3B
TXLNG
ENDOV
LRCH4
DPP2
CC178
NEU1B
TLE1
EFHC1
CQ113
ZCH13
EXPH5
KAPCG
NOX1
TET1
CO6A6
PBX2
RTL3
ZN785
PHF1
CI153
PRP19
FAM3A
RNF25
ZC12B
CL040
F117B
LOX12
TMM79
LUZP4
MPP3
ITB6
GPCP1
PAIP1
COPA
CCDC9
BICL1
MYOD1
AKT1
S14L4
SYT16
TCF25
PO6F2
NPL4
PHLA1
P2RX6
MB211
SYTC2
S35F3
AT135
SDK2
CC14A
BCL3
GLUCM
TNF18
SUMO1
FTO
UBR4
ZN622
LRC47
DCUP
SPA9
SCN4B
ITB4
KAT2B
RBM12
ZF64B
STS
ZSC12
PCDP1
CX056
KKCC1
KIFC3
IASPP
CCDC8
FINC
COPB2
ADA21
IGHG2
IFNK
GMEB1
CBP
CCSE2
KCTD2
FILA2
MYO5A
NPRL2
CWC25
SWAHA
CC171
RN128
Z585A
ADAD1
FMR1
TIGAR
RUN3A
CCD73
PKHA7
PHAR1
KS6A3
CMTA2
C163A
NOTC2
ATS13
EIF3A
LRRT2
ENL
DNA2
RUFY2
VIGLN
M3K13
DRP2
TRDN
CCD66
SMAD4
MAGH1
SUN2
SYNE1
PHF12
GUC2D
PKHB2
DYH3
SPTCS
JAK3
UBP45
RS18
KLH36
SCN3A
TTF1
FND10
ICT1
T3HPD
SFR19
GLI3
VE4
GBB1
CQ10A
DACT1
TRA2B
DZI1L
ADA33
JERKL
NDST2
DJC18
NOP53
ZN215
MEN1
TACC2
CERS3
ACYP2
LY6E
EPHAA
MIO
BCAS3
ROBO3
DGCR6
PNM8A
ZBT47
GPRL1
ZN827
AKA12
MYOF
CD158
GLIS3
CYLC2
MYBPH
KNG1
GELS
CNTN3
MRO2B
TICRR
PSMD2
MYO1H
TECRL
TAF1D
NMD3A
AOFA
RASF2
IMA6
CK091
CF176
CH3L2
LMOD1
DPOLM
WNK3
PGAP1
MDEAS
DIK1A
C1TM
SMAD2
RPOM
TACC1
KAD7
COPA1
ZFY21
ZN565
RWDD3
SHSA6
ZN623
ZBT32
NKX12
MOT10
EPHA2
CE350
PPCT
PLMN
SPAG6
TNFA
FANCM
ZDBF2
ALG6
RNF34
UFC1
RAVR2
MTX1
RENT2
ZACN
PLXA1
WDR91
ZN707
QSPP
CCL26
PRS55
SNX17
OGA
ZN726
LIPA1
JPH3
NIPS1
UBP32
HORM1
EF1A2
MUTA
DRG2
TBX5
PR14L
THIM
RB6I2
MAST3
SENP7
NCKX4
PTN11
XPO1
GDPD4
ABC3G
E41L1
ISL1
ZGRF1
DHR13
T53I2
DDX31
CDK9
TMM69
LS14A
WDR86
PP1R8
PK3C3
DTX1
F16A2
TENS3
DPYL5
I22R1
PDE6C
NGRN
NU155
ANR66
GTPB1
CYBC1
DLEC1
2A5G
CP072
IKBA
ZN485
GUAD
GALK2
NRBP2
TELO2
TEX55
F193A
MPP7
SMCA4
SO1A2
TRI38
SPT32
KDM5C
PEPL
ADA11
ARH38
STAR
ZN532
BBC3B
F16P2
GSDMC
S28A3
SCML2
CHLE
ENTD1
CAMP3
DJC11
MYO1G
RAB18
ZBT40
CL066
MYORG
DDX41
PHKG2
IQUB
EIF1A
NUAK2
SF3B2
ZN527
SPA11
B4GT7
AGRP
CKAP5
H11
PERM1
TYW5
CNDD3
THOC4
HS90A
CLCA4
TCF15
CASQ1
SYSM
IBP4
CSMD3
ANGP1
MYH7B
NIPS2
LEG8
FCRLB
ATPF1
ANTR2
SNX30
SETB1
RN3P2
GRRE1
UBP22
CCD91
FRG2B
RBP2
STK38
FA11
ANK1
EXAS1
DDX10
PDE10
APC7
SPCS2
BRD7
NEK11
LMF2
GCN1
CNGB3
GNPAT
MYO10
MXI1
RNZ2
CQ107
SYYC
EHMT1
CSN8
GBRA2
CCN2
DRC11
EP2A2
S3TC1
PEX1
UIMC1
SETD2
"NAA25"
PANO1
PRA13
ZN500
RHGBA
P2Y13
FOXO3
ARC1A
CP343
MLH1
MTF2
MINY1
AP3D1
SC6A6
PLRKT
P2RX2
GPAM1
CF20D
MRC1
PTPC1
NEXN
COQ8B
PAR6A
PRC2B
DYH9
N42L2
PARI
KMT2E
FXL12
STK33
USP9X
PKHA8
DYSF
CNTN1
TLR10
TPM3
CELR3
FANCC
ABCAC
ZNF56
IL31R
R7BP
MS3L1
CDKL3
VAX1
MCUB
PCCB
"NAV1"
B3AT
ZNF91
TVBL5
PADC1
DPYL1
KCNH8
TCO2
PEG3
ZN470
ZSCA1
CO5A3
IGKC
PYGO2
BRD9
1A1L1
ERBB4
PPRC1
VWDE
RYR1
HERC1
SLAP2
SMC1A
FMNL2
DCST1
LTV1
PKN1
CYH2
CDKAL
ZN345
UN45A
ZN638
BRPF3
SCNAA
COG4
SWP70
SH23A
TNR19
WIPI3
DEFI6
NFU1
K895L
ZSC31
F110B
CC185
VP33B
FRMD6
PODXL
FA13C
FOLR1
"NAT10"
HEM6
PF21B
AOC1
IF2B3
APOA1
DEUP1
TVA91
MYO1B
KLHL6
SYRC
S11IP
MDHC
GAS7
RB15B
RN224
ZXDC
ANKK1
NXF3
YMEL1
SORT
DJC27
UBP2L
DYH14
CUL3
ACP7
WDR43
PERI
NDF6
PRR11
HNRPU
S38A4
PGK1
GDE
PXDNL
FHL2
SELV
SO6A1
RUSD1
Z3H7A
CF410
SCNNG
PTPRM
ZP2
MED12
SYNE2
FAS
GA45A
SMHD1
KALRN
ZSWM5
COQ8A
COE3
YB035
MPP8
PIAS4
ZN462
CSAG1
ILF3
KLK14
ATL1
KSR2
LEMD2
CNGA4
HDAC5
K1210
IRG1
ZN177
TTPAL
SPTN5
CD248
MKS1
TMC4
BAZ2B
COSA1
KHDR1
CRERF
SF3B1
PK1L1
RICTR
CNPY3
MARH6
ZN789
S6A17
STK36
NR0B2
SAM50
GPTC1
TET2
RHG42
RASA3
MAGD4
LRP2
LRIG1
DUS11
YS045
HEP2
SETD6
MOT14
LCOR
COPRS
CSC1
ZN404
GBRA3
CGAT1
PROD
AT11C
RAB9B
PAXB1
NRX1B
CLCN4
SEN34
KLH26
LRIQ1
CERK1
ZN335
KCNA3
FLNB
RGS7
TGO1
CR063
TXD11
EAA5
OFCC1
KCIP2
PLCG2
HIPL2
"NAT8"
C8AP2
CDKL4
TET5C
GNPI1
DEN5A
VATE1
RHG30
STA10
EBP2
WDR87
AT8A1
GMPPB
TP53B
PDK2
R3HC1
PRKY
PAPOA
S6A20
NC336
CK001
CCN3
SPIR2
PCDGJ
CO7A1
CLK1
PCD16
IGHM
NPAP1
RASD1
MY18A
GBP1
C27C1
P5I13
HCN3
S35E3
CI057
RPP29
EFCB6
C1T9A
PCNT
DCTN1
KSYK
K0895
FANCE
TRXR1
MAGI1
KIFC1
MAP1S
F222C
PLCH2
S12A5
ANO8
SULF1
YKT6
RL23A
RRP44
RAE1E
PMA6E
PEPL1
RABEK
MCTP1
PRD10
GAR1
PDZD9
TBK1
MESP1
C2D1A
STA13
PRR32
LMLN
PODN
CATO
PHLD
RN213
EXOS7
MFAP3
CBPQ
CWC27
FA43A
FMN2
LMTK1
NPC1
IRF5
CC070
CC160
SNX13
TOX4
ETAA1
GLYC
PPID
ENOG
UHRF1
LRRC9
RAB14
RHG39
CALL6
CHUR
PLEC
SPTB2
MCHR1
ST14
PDE1B
SRGP2
VE6
SPICE
ASAP2
MMSA
CREL1
D19L2
SNF5
SNN
MCM9
SRP54
NOB1
G6PI
VIP
MABP1
FUT4
SLF2
S39A6
ARP5L
ZSA5A
ANFB
ZN528
GPHRA
ZN395
BGH3
VPS16
MYO19
CD80
CARL3
ACLY
SPN90
HMGC2
MN1
ZN480
SPTN2
TOM70
SCRB2
TNNI3
CTND2
CDT1
PSA7
ZFHX3
DRD1
ZN559
SPIR1
F205B
PHF2
CENPH
SNX32
ATM
ADAP2
HMGB2
KPB2
IPO8
HPLN4
TM156
LIFR
HMCN1
YT009
RGS12
KR108
GP108
LBN
ANR62
GRAK
TNIP1
INY2B
S13A3
MK04
SAM12
SYLC
RPR1A
DNJB6
IQIP1
CC020
CO6A2
MBIP1
ZNRF2
ZNF20
LRBA
KCNQ2
GLYAT
GABP2
HXD11
GAS2
UBP7
NSMF
GET3
TMG1
PRC2A
CFA43
LPPRC
RT4I1
OAS3
DEN5B
CACO1
TM11A
CNGA2
EIF3H
TDRKH
PLF4
RSAD2
SL9A5
CC157
CGNL1
DOCK2
WDR7
PTHY
MYH9
GLP2R
GRP75
MYO1C
VL2
AN30A
ZN292
HDAC8
CCNA2
ZBT34
"NAA35"
CLTRN
LORF2
K0825
CTDP1
FR1L6
2AAA
PCDB2
IF4B
DPYL2
SERA
SEPT5
CRPAK
DCA10
HDGR2
PHF20
WASC4
ENPL
AA1R
CRBG1
PSD1
TM247
DHX33
VIR
FMO4
SYC2L
RS13
PKHD1
PO5F2
LAMA4
CHD5
KAISO
TLR9
MCAF1
PISD
TTC27
TRPM5
NECP1
UBP12
SIM43
MICB
ZRAB3
SASH1
M1AP
T2FB
SHIP1
CTNA1
SCAFB
PRAG1
PHLA3
SYT6
TMTC4
ARHGB
NBPF7
TXIP1
DQA2
ZN273
ZN488
CAND1
METL9
QPCTL
SCAM3
BDP1
UT14C
ADNP
O2T34
TAF4B
TBCD5
NSN5B
EMARD
IP3KB
TMF1
RNF6
KDM3B
UTRO
FREM3
RP3A
IF140
CFA46
TAF1B
PTCD1
POGK
ARHG1
DIK1C
DALD3
IGHG1
"NAL12"
KI13B
SC5AC
BIG1
LRC63
TNC18
ANK3
GRIN3
CE120
SPART
TSG10
RBM25
CEP95
KI21B
LMBL2
SELH
THNS2
BRF2
MASTR
FOG2
NPHP3
ERRFI
UGGG2
MTFP1
THOC6
CEP78
SCUB3
BORC5
ZN655
SCN8A
MYO5B
CLU
NFASC
ECE2
TT30B
CKAP2
YBEY
PSMD3
ZN189
PMFBP
PK1L3
NEGR1
STX18
BI2L2
UH1BL
PTPRC
CJ142
PJVK
CFA54
CLC4G
TYY2
NOS1
PKH4B
ACV1B
DYHC2
POSTN
MAML2
AGRE3
RETR3
SNX1
PLCB3
DBX2
PZRN4
OPTN
SARAF
KIF9
CE290
HERC6
MYO7B
TADA3
TARA
DHX37
TSR1
PMM2
SENP1
RIPK4
KRR1
DOK7
CG025
MRO2A
PARD3
SMC2
EFTS
MED23
SMCA2
DPOG1
ZN703
CE170
KAL1L
ALKL2
GALE
SPT48
DIDO1
GGT1
DYH6
POTEC
RNC
ITCH
HXK4
PRRX2
IFT81
PTPRQ
BIRC6
OR6C2
MTMR4
EXOC8
DDX42
CD2B2
GOG8B
E41L2
ZN841
ZCHC8
ITIH3
MTP
HECW1
NP1L4
CENPE
YAF2
CIB1
RRP15
LTBP2
A20A5
UBF1
CSDE1
RYR2
LAMB2
L37A1
FSIP2
M3K14
EFNMT
M4K3
PIGW
SIMC1
H2B1M
PROM2
KI20B
PIPNB
FUBP3
F13A
ERC2
CO4A6
STRBP
SPE39
AKAP9
HBA
CAC1G
POC1B
ZN184
KS6B1
RAVR1
YP033
NELL1
NSL1
MTCL1
KI16B
UBP44
TAZ
PMS1
ZN445
FXR2
NCBP3
AMER2
RIM3A
BFSP2
RGSL
OAS1
IBTK
TMCC3
ITSN2
GIPC2
FGFR3
UBR5
S7A13
TRI45
AGO2
MAK16
NODAL
CTIP
ZGPAT
C2CD6
K22E
SNUT2
DYH8
YP010
SEM5B
MPP4
KISS1
AMOL2
K1C27
WASP
CP4F3
GKAP1
SYEP
PPR3A
SAMD8
BRDT
IL23R
UBE4A
FBX11
SGCD
ATS16
NEUL4
CASP4
ZN736
P2RX5
OBSCN
NFH
NPIB5
K2C79
COL12
LHX6
NOP2
FBLN1
ORC1
RBP1
PCSK9
WDR92
UBQLN
NU107
RBM45
ADCYA
CEP57
MBLC2
PRD11
PAR14
NHLC3
CD47
COG2
CD82
ZN232
CBLB
CFA45
AGRL4
IQGA1
ERIC3
SPRE
TOIP2
MARK3
NED4L
LORF1
K1C14
INT13
PGCA
REPS1
UBP24
FGFR1
HPT
GNAZ
CENPN
SAE2
RELB
MCM3
ENKD1
TSY26
UBE2F
REST
LYPD3
ACTN2
SEM4C
RPRD2
MLC1
BRCA1
ITIH5
RPGP1
MMEL1
AMBP
PCDG6
TRUA
CORA1
SORL
SNP25
LAMA1
EF1G
KDM7A
GALT5
CK096
TENS4
MTUS2
LAMC1
MYLK3
GPDA
NDUC1
GAK
CRSPL
JMJD4
DEN4C
PLPL1
LAMC3
K1671
DGKG
K0319
MRP2
P20L1
MRCKB
EMAL3
PANK4
FBLN7
CCR4
ATCAY
TAF1A
SPB8
ARHG2
MAFK
PLCG1
UBQL4
RU17
TBX15
SYQ
CEL
APOA4
CEIP2
AF1L2
ZFHX2
SFTPD
SRSF1
CENPC
AGRV1
SMOC1
ABCG8
ENKUR
CP7B1
METL4
SMAL1
FXL17
FA2H
BANK1
GDF10
DIC
RNPS1
KIF1A
K1109
TM121
TPC1
GPR27
GFPT2
RL9
FXL15
IKKA
DPOD1
RBM44
PTC2
RPGF6
FHOD3
ZFP62
ZEB1
PHIP
STAB1
ATS8
IGS10
RED2
FRPD4
CHIN
P4K2A
EST5A
TLK2
CHST7
SFR1
INSR
ITAL
XG
FOLR2
MYEF2
DNAS1
SYNEM
FBLN4
RADX
M3K1
UAP1L
PTN6
RBBP5
GTF2I
SDA1
D42E2
SF3B6
ANR11
TMM9B
TWSG1
F110C
TDRD6
RGL1
HFM1
EWS
ITK
LPP
CNIH2
CC110
FEM1A
TANC1
PKN2
CCD80
LIPB1
TUT4
TT39B
DONS
NCKPL
GPN1
BRWD1
PRR35
GFAP
GADL1
SMTN
DSCAM
MAGE1
PPGB
VP13D
I18RA
AT8B3
CPSF6
PANKY
VWA3A
ZN318
"NAV3"
DRC10
DRB3
GABT
IL8
SEPP1
PLAK
PSD12
XPO2
DOCK9
TCOF
NDUB9
COG3
LRCH2
CO8A1
PIMRE
TRRAP
SCRN1
PTGIS
RRFM
HOME2
CENPW
SMUF1
S6A15
ELYS
RL4
E2AK3
PCD18
SEML
ZO1
CD019
KI20A
ZN717
CXCR3
TAB1
IRX5
RUSD3
TBC15
PFKAP
ATRN1
FHDC1
TOE1
RBMX
PDZD4
PLCL2
ZN506
NUP85
ZN732
MICLK
TCPD
DCNL1
RBM42
RS25
RASL3
OPA1
SUV3
IRS4
RNF31
LMA1L
FRAS1
MINY3
DYM
CO3A1
DUX4
RM43
K1H2
SMBT2
FA10
UB2R2
APC
DEN1B
SPAT4
ZN790
MTAP2
MGT5B
ERCC6
CABL1
ITA1
RHBD2
CCD61
PLCD3
WDR26
MYCT
LMOD3
BPIB3
RPC1
CFA53
TTC13
TEN4
RECQ4
ESS2
ABCB7
MBD6
TM104
LMBRL
HDAC4
LZTS2
RUND1
TRPM8
KIF19
APCL
F222A
SRA1
ZN782
PPME1
TEX15
ENPP2
CP4AB
TCF20
OLM2A
MYPN
APLD1
PP6R2
SO2B1
CFA57
ZPBP2
CTND1
NSA2
VATH
ANO3
LRIG3
MOCS1
RL28
CUL5
CCD39
PRR26
ZNF16
RFX3
HXA10
TC1D1
SRPK3
KNL1
DPTOR
CILP1
KMT2A
VP13B
MLH3
"NALP7"
TDG
CCDC7
COBL1
COG5
ADA17
T200C
BAG3
SLIT1
S17A5
FR1L5
EXOS9
ANM8
ZKSC2
STK4
FCRL4
PRS33
CTL1
RFXAP
GATA4
RHG17
NENF
RMXL2
KCNA2
PGBD5
NOLC1
COR2B
COMP
VE2
RHG31
CXD2
MMP24
PCD23
ARHG5
PCLO
CIC
CENPB
MSH3
DYH12
RCC1L
ARHGC
NSD3
ETFA
PKHH3
A16A1
IGS21
PWP2B
GPM6A
CDYL2
LRP1
PDCD1
RN225
RS30
MRCKG
CC71L
AMPD1
S6A13
PCF11
ACSM6
IQEC2
MSH4
CYGB
S14L5
AHNK
GTPBA
DDX47
PRKDC
EPHA4
ASND1
RT15
LAMB1
RRAGA
ANRA2
JAM3
PHF3
ANKS3
ADCK1
RBM26
ARRC
NET4
RPC2
CCD13
Z280C
CL065
THOC2
HIP1R
CO9A3
OLFM4
SYBU
CCD25
CAN13
ILDR2
PPM1N
WDFY4
TBCK
HUS1
KCNH6
SMRC1
CU104
LEG1H
TBA4A
TMM43
TT21A
CCL24
Z804A
COX10
A1CF
DJC25
BMP5
UBP31
ELP1
CCBE1
VIAAT
RS3
KIZ
PCDB8
LTN1
ATRIP
TI17B
SRSF5
EGLN2
PGLT1
NXPH1
ACE
CL054
QCR2
ARHGH
GSTT2
CTCFL
COPE
B4GN3
PROX2
CO4A
TEP1
DNJA2
PADI3
OR7G3
F91A1
NUDC
NKX28
ZN200
ATG3
KPCB
RCL1
MYT1
ZN407
NFAC1
MYB
THADA
U119A
WDR74
AUTS2
FA47D
RHG29
FSD1
DYST
PLCD1
RAB44
LITD1
AT2B4
PARP9
CHD7
MGAP
DCAM
PSD2
SVIL
ZNFX1
PKHG3
SENP6
SHOC1
S20A1
COXM1
ODFP2
DYH11
CEBPD
CO6
KCC4
PCX1
H1T
DUS10
SPAG1
MOGS
LPXN
FBH1
FURIN
KLC1
PDYN
CSKI1
SHC2
EFMT3
C1R
SORCN
HV309
SDK1
AKAP8
KLH38
NKTR
TACC3
FBX15
CRBB2
SRGP1
GHSR
ADAS
CLC4F
SNTB1
MB3L2
MSH6
PBIP1
PA2GA
RT31
NHSL1
COQ6
CXXC1
KMT2D
SELB
GARE1
ITAD
SRXN1
RIMS3
EPB41
DHX29
CO1A1
SORC2
TF7L2
CK095
ZN875
RHOH
CIART
NUDT8
ZN106
MFAP1
ABCBA
V1AR
CLIP2
INP4A
GA2L1
PDK1
GDPD1
TNG6
DJC16
GRAA
PRD13
LOXL1
ZNF69
WWC3
KV401
DHSO
RPB1
O5AU1
MMP21
TVB18
BAZ1A
PNMT
MF2L2
AN36C
NFKB1
INF2
TSSK2
AEDO
ABLM1
RS28
ZBT16
DHE3
HEAT9
AKAP1
SSX5
RSRP1
MET2B
MACF1
MAGB3
REXO5
SP30L
MMP16
CLAP1
TPR
HMSD
SYTL4
OR5DE
CLMP
LLPH
CP7A1
INCE
A2MG
FAXC
FRY
O2T11
SOCS3
HYLS1
O11H6
SCYL1
AT7L2
ADCY2
MYOME
CELF5
XPOT
ZG16
CAZA1
PDLI2
CP8B1
TM221
OR4C6
VL1
HAUS6
NDUS2
TUTLB
F111B
HAT1
MTFR1
KIF1C
NF1
ANLN
MPRIP
PADI2
NGN1
OR8H1
PUF60
MIPO1
RRP5
CEP89
DOC10
QSOX2
ARFP1
5NT3A
LRC10
CASR
RA54B
RHG05
EPHB2
SPIN4
PRP8
PSMD7
PLIN5
SE1L2
COBA1
ZN708
ACY1
CIP2A
TRIMM
MP2K7
CROCC
HELZ2
PKHG1
SGO2
MLKL
NTH
PO210
MET17
TAF1
CS2IP
DPS1
CE064
SAE1
NPNT
HV323
ZN592
ANM6
SEM4F
LDH6B
TRFL
CAP7
XK
RHG18
B4GA1
EPIPL
VGFR1
NRDE2
PPM1A
MILR1
PEBP4
AGRF5
COGA1
HLTF
LAR1B
OR6K6
NMRL1
NEXMI
QKI
PACS2
ATP4A
TTLL8
CSTF2
PCDGI
AGRL2
ZSC25
MAGD2
ZN579
DNJC1
SNP23
BCL6B
CA2D2
RUNX2
SG11B
PTPRT
ANR17
CO8A2
CLNK
PLCB1
RS19
CCNL2
RFIP1
SOGA3
PQBP1
KIF14
CB073
LDLR
STK10
CXCR1
SYGP1
CD5L
CAC1F
LCK
DSG3
2A5E
RAB12
ZN711
F120S
PAX3
VCAM1
TM131
MRP6
NOP14
FANK1
ZN699
SYVC
BGLR
PTPRF
PI3R6
SHBG
TTL12
KIF28
CC190
DDB2
HUWE1
NXPH3
ERAP1
D19L1
ROBO1
GTSE1
TMED7
CI131
ANXA7
FAKD1
DX39B
TYPH
FHAD1
CO2A1
GGYF2
HNRPD
PZP
CAN1
TDIF1
DLGP3
KIF1B
F161B
TS1R3
CHD3
STEA3
VAV
CDN1A
CPSF1
PPIC
MMP8
EDC4
BRME1
WASH4
PGM1
F13B
GNPTA
INSRR
PCDC2
IF2B
PK3CD
GRIA3
SHLB2
THAP9
RTTN
ZN560
HLAB
HXA4
SRFB1
T132C
MPPE1
FA20C
RAI1
ZN597
TGM3L
ECEL1
LRC24
FBLN5
NCF1
AHDC1
KV320
MEGF9
PNPT1
GAPD1
MYO1F
NKD2
CG033
OR83P
SSH2
RECK
DPOE1
SRRM1
KLF10
SYMM
WNK2
EIF3B
RPGF1
DCHS
ETV7
C163B
CE57L
ZN658
RGN
BBX
FXL19
TRAK2
CUTC
ITPI2
MICU2
TRXR3
CCD57
MYCL
CENPJ
FOXR2
ROS1
TAP1
CHD6
OCLN
NTAQ1
ZN227
CE104
CP26A
ZN577
TR13B
P3C2A
SUN1
CANB2
SHRM2
CH087
EMAL4
KCJ11
LRIT1
OVCH1
POTEF
ERB1
TRAK1
ZN461
NEK10
SBNO2
M3K7
RNF17
DYRK3
KATL2
BBS5
O13C9
ARPC5
LYST
ACBD5
AHNK2
OGFD3
HXA11
TM145
PYRG2
FCGBP
MMP19
XRCC1
DAP1
MUC18
RL39
ZN483
PRP31
MTA70
OSTM1
MMP1
C2CD5
WNT6
PDPR
COHA1
KDM6B
KLH13
SKT
MORC2
STXB6
ADGB
ZN391
C3AR
CP2C9
PSPC1
EVI5L
P5CS
SPG17
CO5A2
COX17
VP37A
OTOF
CPSM
O5AK2
ANFC
R10B2
THUM1
ZN674
IPP
SNPC4
FYV1
LDHC
COL11
SETX
F124B
EFR3B
ZN300
PSB1
SEM6A
TMC5
LIRA3
NR2E3
MPRD
F186B
BPTF
F181B
RIMS2
DYRK4
ASCL2
GRIK4
IMB1
