entry
Q9BSJ8
Q14738
Q15365
O15033
Q9BQT8
Q5R3F8
A3KN83
Q5H913
Q8NFP9
Q6UWD8
Q8IVP5
O95405
Q56UN5
Q9UIF9
O75592
Q13416
Q9ULI0
Q8NHY6
Q99797
P21926
P13798
P16435
P08173
Q02978
Q8TE73
P06241
Q5H9F3
P41594
Q6T4P5
Q8NGH8
Q9HCK8
P21583
Q92945
Q96H20
Q9H0M0
Q9BXS4
Q92794
O15066
O14640
O60292
Q8TCJ2
Q9P260
Q12934
P59536
P05107
Q969W3
Q8IYE0
Q5T2W1
Q8IZD9
Q9Y2F5
Q8N998
Q9BQ75
O14513
Q9NX57
P28070
O00217
Q7Z2T5
P16591
Q86X10
Q9H3Q3
Q7Z6E9
Q96DT7
Q9UHY7
Q13772
Q0VAM2
P43268
Q5W0B1
Q5T0N5
Q7Z6M2
Q96N96
Q9H2G2
P00751
O43745
Q6PIY5
Q8NEZ4
Q9BR39
Q8IW93
Q8IVN3
Q9Y2K7
Q9NUP7
P78363
O95428
Q8TDN2
Q3KRA9
P30876
A4D161
Q8TD16
Q05086
P37231
Q9Y2N7
Q8IVS2
Q8NBV4
O75570
Q9Y2L5
P05388
Q8NEG5
Q9NZV6
Q86XW9
Q9Y283
Q86SQ0
Q9P021
Q9NY25
Q7LBR1
Q9BRL6
Q14541
Q96CQ1
Q6VUC0
Q96EP1
Q70EK8
Q68DX3
Q96N46
O75376
O43837
Q92841
P33947
Q0VG06
Q9BX26
Q99832
O60318
Q9Y6X0
A1IGU5
Q5JTH9
Q1ED39
Q05397
Q9NY56
Q92800
P26378
P53801
O43237
P39656
Q00888
Q96C45
Q6UXH9
Q13554
Q96L73
Q9NYJ8
O60741
O60315
P40818
O15014
Q9P275
Q9UNS1
Q9BQL6
Q9UHR4
P20930
Q13310
Q9Y6U3
Q6PEW1
Q3B820
P11532
O94762
Q8WTP8
Q15170
Q6ZN04
A0A0B4J272
Q16875
Q8N2C7
Q96RT8
Q00534
Q9NSD9
C9JH25
Q9UK32
Q9ULG1
Q9UF33
Q5JTC6
Q9Y6K0
P23246
O15499
Q6NZI2
P04114
Q8WWZ7
O15047
P51795
Q9NRE2
Q86XS8
Q562E7
Q5TD97
Q9UPA5
Q5VT25
Q8N2M8
O15519
Q14160
Q14191
