entry
P84996
Q7Z2K8
Q6P1R4
Q8TE68
Q86X45
Q9NPC4
Q5S007
Q9UQQ1
O75145
Q2TAK8
Q6ZMP0
Q9Y5K1
Q14749
Q6UWJ1
Q6P995
Q9UKA4
Q5TH74
Q9Y2H1
P02818
P61247
A4D0V7
Q99715
P55198
Q13237
Q9C0D2
Q8IZY2
P08574
Q96G42
P48544
Q96KC2
O95391
P54259
Q15393
Q93100
P49916
O43493
Q9UNH6
Q969V4
Q13946
Q8NGA1
A0A0G2JMD5
Q7Z2X4
Q8N3Z3
Q9P2H3
P0CAP2
Q15020
Q16665
O94906
Q99575
Q9P1G2
P08572
Q5XX13
P04792
Q14694
Q8IU68
P55201
Q9H254
Q6NT04
Q9UHL9
Q9UHH9
Q9H910
Q13790
Q7Z3S7
Q14687
P60866
P48651
Q9C009
Q6IN85
Q9BZB8
O14972
Q9H329
Q5JU00
Q8WWH4
Q14773
Q8WXI7
Q16099
P55291
P20645
Q96RE9
Q9UQ26
Q9Y573
Q2M3X9
B2RC85
P05997
O15054
Q9Y2I7
Q86U44
Q8WWY3
Q8TF39
P62891
P43121
P18887
Q9Y6R7
Q9P2N7
O15511
O43379
P01588
Q8N371
Q6ZWH5
Q9UPV9
O43707
Q9Y6F9
P11712
O00443
Q96A28
Q86WZ6
Q92826
P29374
Q5TYW1
Q8IWL3
O60296
Q13905
P55884
O00160
Q8TCS8
Q9H1U4
O95672
P19013
Q8IXL6
Q8N3T6
Q8NEF9
Q86VV8
Q9H5L6
Q9Y5I4
Q13118
P14616
P22894
P38936
Q96GW9
Q14C86
P20742
P49019
Q8IYB3
B7ZC32
Q8NGV0
P19320
Q6IQ22
Q16537
P06239
O60828
P36727
P20618
Q9BXB4
O00161
Q9UNF1
P20042
Q659C4
Q7Z6M3
P35813
P07864
P36871
P42892
Q6P4H8
Q03154
Q8TD10
Q8NGG4
P21359
Q9UNU6
Q96JY6
Q8NGC7
P34913
O60225
A6NJG6
P00367
Q8N7C3
P19838
P11086
Q9Y2G8
Q8N9F7
P37288
Q9Y6N7
Q86VQ6
Q5SYE7
P14555
Q9HAJ7
Q96S94
P00736
Q96RU8
Q8NFZ0
Q7Z7K0
P98077
Q9GZR1
Q7Z6P3
Q86U86
Q9NT62
O60884
Q8NI51
Q9UN66
P0C875
Q70CQ4
Q9UPY3
O60921
Q6MZZ7
Q86WR0
Q52LW3
O75691
Q9BX67
P07942
P82914
Q9NSD5
P23109
Q9NR16
P0CG30
Q8N8U2
P51674
P20585
Q9NRK6
P13671
Q9Y6V0
Q12774
Q6V1P9
P20073
Q9Y6W6
O75526
Q13569
Q9UHC1
Q13884
Q8NG31
Q9C0G0
P48380
P17020
O95478
O75170
Q96S96
Q9BXT5
Q8WY36
