entry
P84996
Q6P1R4
Q9NPC4
Q9UQQ1
Q6UWJ1
O43493
Q9Y6R7
Q8IWL3
Q8TCS8
Q9UPY3
P51674
Q9BXT5
P01023
Q9C0D5
P11362
Q8WVV5
O15111
Q9NRR4
O14654
O14668
Q9NYG8
P49327
Q99418
Q86UX2
Q14566
O95793
A8K010
P50749
Q9H5J8
Q96QT6
Q6ZRK6
P98164
P08842
Q12837
Q7Z3D6
Q9BYT9
Q96C34
Q7Z6M1
Q6P1Q9
Q9ULK4
O95258
Q6NZY4
Q8IYW2
P58557
P22692
Q5JRA6
P78344
Q16553
P17029
Q9H6N6
Q96BY9
Q5JTW2
P49662
Q96LJ8
Q9Y4A5
Q16513
Q6NT32
Q7Z5J4
Q9BQ61
Q9UJD0
P11055
Q9UGC7
Q8WWM9
Q9NQ94
