"","protein","log2_fold_change","adjusted_p_value_-log10","significant"
"814","GPX4",0.737372406998261,0.0376455091154706,FALSE
"815","SLC6A13 GAT2",0.735805707938425,0.0379741339704315,FALSE
"816","GRM5 GPRC1E MGLUR5",0.735473298233071,0.0413855415803518,FALSE
"817","NPNT EGFL6L POEM UNQ295/PRO334",0.733653339004823,0.0419768322291172,FALSE
"818","DCLK1 DCAMKL1 DCDC3A KIAA0369",0.731906620254929,0.0335831122822083,FALSE
"819","PKD1L3",0.731771390824354,0.0429166462042331,FALSE
"820","KALRN DUET DUO HAPIP TRAD",0.731179631247318,0.0411271051483511,FALSE
"821","ZNF658",0.729546995932644,0.025518214953013,FALSE
"822","SMARCAL1 HARP",0.727751765951783,0.0332415533625562,FALSE
"823","AKAP6 AKAP100 KIAA0311",0.727709969267394,0.0249021565929406,FALSE
"824","ROBO1 DUTT1",0.725278355745189,0.0249874810717893,FALSE
"825","TTC27",0.723879178395098,0.0368611681063443,FALSE
"826","DIDO1 C20orf158 DATF1 KIAA0333",0.722966609129539,0.0296310100251715,FALSE
"827","GSN",0.722374779445083,0.0388316295161765,FALSE
"828","DGCR6",0.721938335641564,0.0267549207898197,FALSE
"829","MRC1 CLEC13D CLEC13DL MRC1L1",0.721835361753872,0.0432552157991055,FALSE
"830","API5 MIG8",0.72142687888347,0.0329264992150079,FALSE
"831","METTL2A METTL2 HSPC266",0.719182772664166,0.0364023817329992,FALSE
"832","SGSM3 MAP RABGAPLP RUTBC3",0.719027613062739,0.0261100861238625,FALSE
"833","CYP3A43",0.717682233872235,0.0416947298473161,FALSE
"834","RUNDC3A RAP2IP RPIP8",0.715565875293461,0.0368745938242003,FALSE
"835","AHCY SAHH",0.715148415396818,0.0334753614573227,FALSE
"836","TULP1 TUBL1",0.714614430506771,0.0388690716949458,FALSE
"837","PTPRC CD45",0.714535303304313,0.032643647325373,FALSE
"838","FAAP100 C17orf70",0.713473988423463,0.0259434149104779,FALSE
"839","APC DP2.5",0.712799572378586,0.0301082418888907,FALSE
"840","NSA2 TINP1 HUSSY-29",0.712217767654236,0.0285903067975903,FALSE
"841","CNTN6",0.711290727020305,0.0417234013190735,FALSE
"842","INPP5B OCRL2",0.709609043113211,0.028320268158226,FALSE
"843","TUT4 KIAA0191 ZCCHC11",0.708649949757675,0.038187433727151,FALSE
"844","SCN4A",0.708040007318175,0.0276525188895334,FALSE
"845","BBS5",0.706591019351816,0.033900300283364,FALSE
"846","CYP7B1",0.70482957062606,0.0405016074105743,FALSE
"847","IQSEC2 KIAA0522",0.704778448839599,0.0347020787054404,FALSE
"848","HNRNPR HNRPR",0.704640560013374,0.0253028550314962,FALSE
"849","HECW1 KIAA0322 NEDL1",0.702481811657897,0.0341766203009948,FALSE
"850","APEH D3F15S2 D3S48E DNF15S2",0.700434667182869,0.0337219022667972,FALSE
"851","TTC30B",0.698340883088875,0.028252286187496,FALSE
"852","PDK2 PDHK2",0.697665936792308,0.0277021576386046,FALSE
"853","KRT79 K6L KB38 KRT6L",0.696676312735413,0.0344290500013562,FALSE
"854","GPM6A M6A",0.694653401615646,0.0337536723065072,FALSE
"855","GPR27 SREB1",0.69399718273462,0.0355865476120514,FALSE
"856","ACTN2",0.692241180716003,0.0299553260704225,FALSE
"857","SLC16A10 MCT10 TAT1",0.691550606540087,0.0356177769863991,FALSE
"858","TRRAP PAF400",0.691298309611579,0.0287939492811914,FALSE
"859","PHF20 C20orf104 GLEA2 HCA58 NZF TZP",0.691016723428669,0.0339360709468518,FALSE
"860","PHLDB1 KIAA0638 LL5A DLNB07",0.690329704695809,0.0404897481147296,FALSE
"861","ZP2 ZPA",0.689456558079517,0.0313111977135959,FALSE
"862","MAGEB17",0.686693415218357,0.0440119209093708,FALSE
"863","MAPK4 ERK4 PRKM4",0.685413970140562,0.0324440609844931,FALSE
"864","OLFM4 GW112 UNQ362/PRO698",0.682354937523904,0.0373796849807627,FALSE
"865","NELL1 NRP1",0.678689649372465,0.034234655325858,FALSE
"866","SPTBN2 KIAA0302 SCA5",0.674759354799789,0.0478732340199609,FALSE
"867","CFAP52 WDR16 WDRPUH",0.67469190174357,0.0359182612890411,FALSE
"868","PRDM14",0.674417648728909,0.0295466329308592,FALSE
"869","FANCE FACE",0.67290046849685,0.0355850140064267,FALSE
"870","SCN4B",0.668328644781873,0.0369821829237297,FALSE
"871","ZNF841",0.667152640134947,0.0344799183566631,FALSE
"872","MKS1",0.666089460903901,0.0270566595304925,FALSE
"873","PROX2",0.664684403025337,0.0302911697156914,FALSE
"874","MYO1H",0.664499403357549,0.0275628566538324,FALSE
"875","SVIL",0.664178647649187,0.0257606818403299,FALSE
"876","LMOD1",0.662509998523463,0.035643638308531,FALSE
"877","SH3GLB2 KIAA1848 PP578",0.658123508648035,0.0336767273172528,FALSE
"878","PRR11",0.657823569315802,0.0308093481364216,FALSE
"879","MAFK",0.654995011795723,0.0293765211533217,FALSE
"880","COL9A3",0.651021551248299,0.028403073035402,FALSE
"881","CNGB3",0.64997144374874,0.0308543080650534,FALSE
"882","WHAMMP3 WHAMML1 WHDC1L1",0.649628050763106,0.0345088274320366,FALSE
"883","FRY C13orf14",0.648844421311971,0.0263997920263879,FALSE
"884","USP45",0.646413255232162,0.0329144870101688,FALSE
"885","COL4A4",0.645568081411749,0.0438539243175371,FALSE
"886","PSMD5 KIAA0072",0.644523298168785,0.0233078466757134,FALSE
"887","HEMGN EDAG NDR PRO1037 PRO1620",0.644396745162467,0.0347209768800209,FALSE
"888","THUMPD1",0.64366217876354,0.0308535896033184,FALSE
"889","SYK",0.639975692420553,0.0303198574341437,FALSE
"890","ATP8B3 ATP1K FOS37502_2",0.638376761082881,0.0293948780057362,FALSE
"891","SRP54",0.637871842175622,0.0221112954549235,FALSE
"892","CXCR1 CMKAR1 IL8RA",0.63586241073461,0.0334986650950166,FALSE
"893","HCAR3 GPR109B HCA3 HM74B NIACR2",0.635500053145771,0.0230951419143395,FALSE
"894","ARHGAP31 CDGAP KIAA1204",0.631874469441936,0.0256494139520759,FALSE
"895","BTN2A2 BT2.2 BTF2",0.629971548511582,0.0356612331596024,FALSE
"896","CGAS C6orf150 MB21D1",0.629967312760218,0.0243601389489145,FALSE
"897","COPG2",0.629583252080199,0.0284424564159888,FALSE
"898","FN1 FN",0.629556580363511,0.0205691419264155,FALSE
"899","ZFY",0.628740452870861,0.0431150371219006,FALSE
"900","PF4 CXCL4 SCYB4",0.628609320003648,0.0329710570479594,FALSE
"901","CYP27C1",0.628541331653938,0.0283842310809588,FALSE
"902","ZSCAN10 ZNF206",0.627378352987328,0.0399913450123815,FALSE
"903","YLPM1 C14orf170 ZAP3",0.626204329315964,0.0311931515799268,FALSE
"904","MTHFD1L FTHFSDC1",0.625848445906993,0.0364833066142622,FALSE
"905","ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2",0.623261293919597,0.0285686155957946,FALSE
"906","GPN3 ATPBD1C AD-009 UNQ1876/PRO4319",0.622980120527632,0.0255879790436922,FALSE
"907","KIF13B GAKIN KIAA0639",0.622386876055899,0.0287842513614945,FALSE
"908","DNAJC1 HTJ1",0.622137453904463,0.0280473359439641,FALSE
"909","FABP9",0.620997934282286,0.0296449238629048,FALSE
"910","DYRK4",0.619110706700436,0.0339141109635578,FALSE
"911","ZNF597",0.616947297350951,0.0312412062045763,FALSE
"912","ADO C10orf22",0.616629546125683,0.0234983832019917,FALSE
"913","EIF2S3 EIF2G",0.616060870331307,0.0304463568445695,FALSE
"914","GATA4",0.611979235844458,0.0364043244462339,FALSE
"915","IBTK BTKI KIAA1417",0.611240654314962,0.0365203035462901,FALSE
"916","BLK",0.609250939730838,0.025827852413728,FALSE
"917","AMOTL2 KIAA0989",0.608917649476155,0.0275994823049512,FALSE
"918","Q6ZVL8",0.607632126038514,0.0225197097827838,FALSE
"919","PBRM1 BAF180 PB1",0.607563577444379,0.0281175113309343,FALSE
"920","SLC1A7 EAAT5",0.607129876511044,0.0354621288415839,FALSE
"921","HDAC5 KIAA0600",0.605015639997482,0.0314093830342088,FALSE
"922","SYTL4",0.603006481729306,0.034841728449111,FALSE
"923","KIAA0825 C5orf36",0.602128097726631,0.0407175341505658,FALSE
"924","HYLS1 HLS",0.600657266122077,0.0360640392083753,FALSE
"925","SLX4 BTBD12 KIAA1784 KIAA1987",0.600347912859002,0.0313362545441603,FALSE
"926","MMRN1 ECM EMILIN4 GPIA* MMRN",0.599886490995672,0.0330329730628918,FALSE
"927","MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1",0.598534585544487,0.0300075435040035,FALSE
"928","R3HDML",0.598336636460598,0.0294967664443465,FALSE
"929","DDX47",0.598137707085812,0.0219635655654919,FALSE
"930","PPFIBP1 KIAA1230",0.59763309620276,0.0269378506975449,FALSE
"931","NCAPD3 CAPD3 KIAA0056",0.597552248334043,0.0313002023279783,FALSE
"932","GRAMD1C UNQ2543/PRO6095",0.595788926291355,0.023026754318765,FALSE
"933","RUNX2 AML3 CBFA1 OSF2 PEBP2A",0.594536055079278,0.0245824385811414,FALSE
"934","ZNF649",0.593798160400169,0.035672993292413,FALSE
"935","SETX ALS4 KIAA0625 SCAR1",0.593168988874798,0.0310650064628325,FALSE
"936","ACTRT1 ARPT1 HSD27",0.591851908280582,0.0232203393344339,FALSE
"937","PRKCQ PRKCT",0.591381888465072,0.0274433618132488,FALSE
"938","AUTS2 KIAA0442",0.589281538578764,0.0316174844955207,FALSE
"939","Q8N2B8",0.589050144929104,0.024028347939584,FALSE
"940","ALG6 My046",0.586415540381108,0.0275313449207596,FALSE
"941","SETD6",0.58549719525184,0.0379942048800849,FALSE
"942","MYO5B KIAA1119",0.585236135993856,0.0337372223946805,FALSE
"943","NDUFS8",0.584388015881441,0.0280915105903196,FALSE
"944","CCNA2 CCN1 CCNA",0.578299501360977,0.0283641568545915,FALSE
"945","CLEC4F CLECSF13",0.577241380886051,0.0269147162983949,FALSE
"946","GZMA CTLA3 HFSP",0.57517498457557,0.0320107316657497,FALSE
"947","CCDC88C DAPLE KIAA1509",0.574760903442741,0.0254534103896482,FALSE
"948","L1CAM CAML1 MIC5",0.574760755669391,0.0234375428389741,FALSE
"949","RPRD1A P15RS",0.574673906087579,0.0254583814643557,FALSE
"950","KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA",0.574671994696672,0.0277393267813477,FALSE
"951","NEURL4 KIAA1787",0.57382822162876,0.0250761357328141,FALSE
"952","SNTN S100A1L",0.572582398789031,0.0227884525634325,FALSE
"953","FER1L6 C8orfK23",0.570700957539955,0.0247044077516279,FALSE
"954","CIITA MHC2TA",0.568115956259174,0.029901505152708,FALSE
"955","PCDHGA6",0.567111185915651,0.0279222639638043,FALSE
"956","SMIM43 TMEM155",0.566486169532991,0.0340282838704033,FALSE
"957","AMPD1",0.565695665318575,0.033731767168789,FALSE
"958","CHD7 KIAA1416",0.564584419445964,0.0275242797909389,FALSE
"959","COL7A1",0.563513865775938,0.0279456090676596,FALSE
"960","ALMS1 KIAA0328",0.562964543887087,0.0280440223318641,FALSE
"961","PRRX1 PMX1",0.562166169921515,0.0344171442377232,FALSE
"962","TBC1D5 KIAA0210",0.560574395826052,0.0222611552849999,FALSE
"963","DNAJC27 RABJS RBJ",0.56021742299313,0.0324390120233828,FALSE
"964","MCM9 C6orf61 MCMDC1",0.55908042044398,0.0260271665262253,FALSE
"965","C12orf65 My030",0.557140323446255,0.0296777755378839,FALSE
"966","NPPB",0.556521412658721,0.0276834704806281,FALSE
"967","GSC2 GSCL",0.554395576610631,0.0339278854340645,FALSE
"968","LRRC37A LRRC37A1",0.553318570634588,0.032849063116231,FALSE
"969","SLC9A5 NHE5",0.550911697016346,0.0280056598351915,FALSE
"970","WNK3 KIAA1566 PRKWNK3",0.550658124707805,0.0251878012097276,FALSE
"971","SF3B2 SAP145",0.550327754422213,0.0288218672093297,FALSE
"972","KSR2",0.550131910939179,0.0276381089722528,FALSE
"973","IGLC3",0.549450736813711,0.0200572898101176,FALSE
"974","DDX39B BAT1 UAP56",0.548527154135179,0.0271791914393366,FALSE
"975","GRHL2 BOM TFCP2L3",0.547958045828803,0.023666421536103,FALSE
"976","NAA35 EGAP MAK10",0.547798099466309,0.0239303739358518,FALSE
"977","HOXD11 HOX4F",0.54743113894655,0.0258966838586438,FALSE
"978","LRRTM2 KIAA0416 LRRN2",0.545767857185616,0.0298391286104183,FALSE
"979","MAMSTR MASTR",0.545312455790508,0.0361949458283062,FALSE
"980","SFTPD COLEC7 PSPD SFTP4",0.544878537347305,0.0327795715987677,FALSE
"981","CREBBP CBP",0.54473249571452,0.0301066135433633,FALSE
"982","MAP1S BPY2IP1 C19orf5 MAP8 VCY2IP1",0.543996811777678,0.0220114704894406,FALSE
"983","DHX37 DDX37 KIAA1517",0.543807319998331,0.0257447481834016,FALSE
"984","BRDT",0.542274294579538,0.0291513346661434,FALSE
"985","KIF1A ATSV C2orf20",0.540910885044589,0.0301093955087643,FALSE
"986","DNAJC19 TIM14 TIMM14",0.54075461686022,0.0305860829955321,FALSE
"987","CPQ LCH1 PGCP",0.540452844894745,0.0253420595657365,FALSE
"988","WNT7A",0.539686211854676,0.0256557311444463,FALSE
"989","COPS8 CSN8",0.538789473566158,0.0230163606448191,FALSE
"990","PDE10A",0.537791277955773,0.0269255948994137,FALSE
"991","RSF1 HBXAP XAP8",0.53768040791406,0.0269151817734098,FALSE
"992","HHIPL2 HHIP3 KIAA1822L UNQ841/PRO1779",0.535912896159218,0.034554986493791,FALSE
"993","CHRM4",0.534577821446991,0.0284191870104596,FALSE
"994","ZNF638 NP220 ZFML",0.533719468249416,0.0219158123522875,FALSE
"995","ARMH3 C10orf76",0.533451036000198,0.0352561617883822,FALSE
"996","POLR3A",0.533242465128374,0.0299914173738083,FALSE
"997","TANC1 KIAA1728",0.532684254720129,0.0237386655609683,FALSE
"998","GABPB2",0.529088746139912,0.0305810363399249,FALSE
"999","PDZD9 C16orf65",0.528727708640751,0.031234917520172,FALSE
"1000","CDC42BPA KIAA0451",0.527968781761739,0.0351553019746239,FALSE
"1001","GDPD1 GDE4",0.52752801984826,0.0242685274139923,FALSE
"1002","WRN RECQ3 RECQL2",0.525014175613165,0.0226782681842056,FALSE
"1003","MIPOL1",0.524806977434958,0.0198937949045052,FALSE
"1004","TNIP1 KIAA0113 NAF1",0.523389109666777,0.0265105018578344,FALSE
"1005","FNDC1 FNDC2 KIAA1866 MEL4B3",0.522873418017266,0.022541805741281,FALSE
"1006","FBXO11 FBX11 PRMT9 VIT1 UG063H01",0.522369553764825,0.028547452554278,FALSE
"1007","DIP2C-AS1 C10orf108 PRR26",0.520171921088458,0.0253752011321031,FALSE
"1008","CHURC1 C14orf52 CHCH My015",0.517894800807408,0.0311304060140673,FALSE
"1009","ZC3H12B CXorf32 MCPIP2",0.517476866287154,0.0312746817762486,FALSE
"1010","OFCC1 MRDS1",0.51622799913433,0.0296206278752472,FALSE
"1011","KNG1 BDK KNG",0.516184725265713,0.033166655141281,FALSE
"1012","P2RX2 P2X2",0.511793844620271,0.0282936438333116,FALSE
"1013","TET1 CXXC6 KIAA1676 LCX",0.511754982141831,0.0216440948880456,FALSE
"1014","KRT2 KRT2A KRT2E",0.508517588377167,0.031277115663153,FALSE
"1015","ETV4 E1AF PEA3",0.507939609961976,0.0212600589482709,FALSE
"1016","NOS1",0.507846398373122,0.035568970927351,FALSE
"1017","ADAM32 UNQ5982/PRO21340",0.507213405502256,0.0346788195937231,FALSE
"1018","GPLD1 PIGPLD1",0.505507884775339,0.0322821064975608,FALSE
"1019","PROP1",0.504189631035029,0.0322417634460702,FALSE
"1020","WWOX FOR SDR41C1 WOX1",0.50396215816936,0.0235971996408322,FALSE
"1021","MAGEE1 HCA1 KIAA1587",0.503709411300218,0.0267399960632482,FALSE
"1022","MYH10",0.501967300917094,0.0258339827889586,FALSE
"1023","COL16A1 FP1572",0.501778441522715,0.0211967810500251,FALSE
"1024","SNX17 KIAA0064",0.501282166527545,0.0306846128399208,FALSE
"1025","C17orf100",0.50118632010517,0.0228941237129292,FALSE
"1026","KIF20B KRMP1 MPHOSPH1",0.500621196865378,0.0305020176459565,FALSE
"1027","TNS4 CTEN PP14434",0.500107642708624,0.0260245180547346,FALSE
"1028","TRBV12-5",0.499883213610538,0.0230025208616815,FALSE
"1029","ABTB2",0.499519246892627,0.0274579615888956,FALSE
"1030","C1R",0.499313684269696,0.0278720615840308,FALSE
"1031","RECQL4 RECQ4",0.498633682060827,0.025591658300507,FALSE
"1032","CFAP53 CCDC11",0.498560054815471,0.0233091192904654,FALSE
"1033","NCKAP5 ERIH NAP5",0.497866610752885,0.0270937006641957,FALSE
"1034","QSOX2 QSCN6L1 SOXN",0.496054637326758,0.0253537298107314,FALSE
"1035","MARK3 CTAK1 EMK2",0.494760782046473,0.0307730888235829,FALSE
"1036","KIAA1210",0.491773143208555,0.02334717089627,FALSE
"1037","OPA1 KIAA0567",0.490401705769916,0.0250142406173754,FALSE
"1038","IL18RAP IL1R7",0.486563287200571,0.0286430877363045,FALSE
"1039","TAF1 BA2R CCG1 CCGS TAF2A",0.486525978176331,0.0301166661726243,FALSE
"1040","ITCH",0.485863133788289,0.0212159119832481,FALSE
"1041","COG2 LDLC",0.485017643723049,0.021538562959603,FALSE
"1042","CHFR RNF196",0.483307408955202,0.0276776705761424,FALSE
"1043","ERCC6 CSB",0.482476057810228,0.0263769101286674,FALSE
"1044","MYB",0.482278387304902,0.0255333722949086,FALSE
"1045","COL27A1 KIAA1870",0.482187199477746,0.0227119908674334,FALSE
"1046","USP39 CGI-21 HSPC332 PRO2855",0.481734174324913,0.0267855348165757,FALSE
"1047","FAM124B",0.480078059905225,0.0272558869528001,FALSE
"1048","SMAD4 DPC4 MADH4",0.480056940459935,0.0220179229422372,FALSE
"1049","PTTG1IP C21orf1 C21orf3",0.480050885741402,0.030037386365929,FALSE
"1050","PRDM13 PFM10",0.479981560139164,0.0220349016036953,FALSE
"1051","CBS",0.479779009949684,0.0276575960317099,FALSE
"1052","C6",0.477819815386736,0.0239945621269825,FALSE
"1053","RILP PP10141",0.477390793642986,0.0262725181734905,FALSE
"1054","NUP85 NUP75 PCNT1",0.476285980532014,0.0234607128262669,FALSE
"1055","LYPD3 C4.4A UNQ491/PRO1007",0.475740539778609,0.0310163113520645,FALSE
"1056","WWP1",0.474906150764536,0.0288139739341953,FALSE
"1057","NDUFAF4 C6orf66 HRPAP20 HSPC125 My013",0.474798652712572,0.0302099178549781,FALSE
"1058","ABCB10",0.474723255359642,0.0255167358220727,FALSE
"1059","MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1",0.472209823200036,0.0242163086913373,FALSE
"1060","SPATA48 C7orf72",0.471564310831726,0.0215103384685745,FALSE
"1061","ZNF480",0.469342600763653,0.0266330085272884,FALSE
"1062","LINC00527 C21orf104",0.469304831948566,0.0268875832010687,FALSE
"1063","MCUB CCDC109B",0.469172332206792,0.024643653657081,FALSE
"1064","MRPL58 DS1 ICT1",0.467841502160205,0.0225155071360956,FALSE
"1065","FUBP3 FBP3",0.46544261371967,0.0272030880122739,FALSE
"1066","OR8G3P",0.465222630094505,0.0250604924181017,FALSE
"1067","MYO3B",0.465204947354167,0.0226472614011101,FALSE
"1068","PHOX2A ARIX PMX2A",0.463242969856726,0.0262671129553926,FALSE
"1069","MTMR4 KIAA0647 ZFYVE11",0.462330471837573,0.0231677526939852,FALSE
"1070","PSMB3",0.45932857070494,0.0248720462991218,FALSE
"1071","MYH14 KIAA2034 FP17425",0.458189966814476,0.0242528771648518,FALSE
"1072","SCRN1 KIAA0193",0.457605855879816,0.0268697014184971,FALSE
"1073","ADAM18 TMDC3 UNQ858/PRO1867",0.456653168786293,0.0303575460588098,FALSE
"1074","NSD1 ARA267 KMT3B",0.45588420545241,0.0256849822126651,FALSE
"1075","EP400 CAGH32 KIAA1498 KIAA1818 TNRC12",0.455640555739354,0.0255176391754083,FALSE
"1076","MFAP3",0.453816267231527,0.0213038993591472,FALSE
"1077","ERI3 PINT1 PRNPIP PRNPIP1",0.453508566852431,0.0241492692317899,FALSE
"1078","USP36 KIAA1453",0.452949967045058,0.0278751143612514,FALSE
"1079","TTC13 PSEC0076",0.450188503534413,0.0218574929197748,FALSE
"1080","CORO2A IR10 WDR2",0.448852421049917,0.0241866212142559,FALSE
"1081","SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019",0.44819577321913,0.0249597023436738,FALSE
"1082","A1CF ACF ASP",0.447469911739301,0.0243598308423587,FALSE
"1083","SLC35E3 BLOV1 UNQ3043/PRO9859",0.446625838776619,0.0242447848062836,FALSE
"1084","E2",0.443777549456737,0.0269302946554157,FALSE
"1085","ZNF551 KOX23",0.443717131490622,0.0263557024323443,FALSE
"1086","SEMA3C SEMAE",0.44238017949986,0.029788467244848,FALSE
"1087","SPIRE2 KIAA1832 SPIR2",0.441517391552976,0.0246701485745676,FALSE
"1088","ASXL3 KIAA1713",0.440509589967398,0.0213503580246468,FALSE
"1089","GADD45A DDIT1 GADD45",0.439642432162856,0.0316453591899244,FALSE
"1090","SNAP29",0.439482164420593,0.025800607677031,FALSE
"1091","FOCAD KIAA1797",0.437569936700513,0.0318404788729782,FALSE
"1092","MTCL1 CCDC165 KIAA0802 SOGA2",0.436362862923861,0.0233295301983987,FALSE
"1093","ADAMTS13 C9orf8 UNQ6102/PRO20085",0.436037252180828,0.0278125147458009,FALSE
"1094","RASGEF1B GPIG4",0.433986878828939,0.0308095449835768,FALSE
"1095","UFC1 CGI-126 HSPC155",0.432776319770102,0.0254818558008224,FALSE
"1096","CDKL3 NKIAMRE",0.432671843082687,0.0234076362508925,FALSE
"1097","ZNF527 KIAA1829",0.430270925806621,0.0240540621218249,FALSE
"1098","POGK KIAA1513 LST003 SLTP003",0.430118152361008,0.0257517541559982,FALSE
"1099","MINDY1 FAM63A KIAA1390",0.429932161923844,0.0231070054030151,FALSE
"1100","SLC16A9 C10orf36 MCT9",0.427588674627316,0.0276047461037297,FALSE
"1101","TRDC",0.427036119872451,0.0278322881354119,FALSE
"1102","UBQLN4 C1orf6 CIP75 UBIN",0.426828172280908,0.0237969536007117,FALSE
"1103","ESS2 DGCR13 DGCR14 DGSH DGSI ES2",0.425923021406653,0.0279903331696677,FALSE
"1104","ARHGAP11A KIAA0013",0.424887102075342,0.0245012874558415,FALSE
"1105","EEF1A2 EEF1AL STN",0.424582926539191,0.0217233827460144,FALSE
"1106","SPATA4 TSARG2",0.422793252575039,0.0231645993661892,FALSE
"1107","PCDHB2",0.42150588655867,0.0222516348425141,FALSE
"1108","TRIB1 C8FW GIG2 TRB1",0.420117860620845,0.0247178679354435,FALSE
"1109","PRPF19 NMP200 PRP19 SNEV",0.419620347771087,0.0250943411897102,FALSE
"1110","PTK2 FAK FAK1",0.418254891022009,0.0219816494305153,FALSE
"1111","MPRIP KIAA0864 MRIP RHOIP3",0.418237949732731,0.0219387299091752,FALSE
"1112","NTHL1 NTH1 OCTS3",0.415036739814948,0.0204044153959893,FALSE
"1113","EML4 C2orf2 EMAPL4",0.415025180179184,0.0243995197436738,FALSE
"1114","FEM1A EPRAP",0.414847569387989,0.0202144528938541,FALSE
"1115","NCOA1 BHLHE74 SRC1",0.414240401196942,0.0249599392551433,FALSE
"1116","FHAD1 KIAA1937",0.413571216478843,0.0275815159356948,FALSE
"1117","LLPH C12orf31 cPERP-G",0.413495917126667,0.0225406487135773,FALSE
"1118","EEF1DP3",0.413093767128753,0.023327340834264,FALSE
"1119","KDM3B C5orf7 JHDM2B JMJD1B KIAA1082",0.412817869956532,0.0222551777622049,FALSE
"1120","LPIN1 KIAA0188",0.412814240425618,0.0265874178588264,FALSE
"1121","GAL3ST2 GP3ST",0.411932167732584,0.0273337659014621,FALSE
"1122","KRT32 HHA2 HKA2 KRTHA2",0.408934082970784,0.0250818558471236,FALSE
"1123","RGSL1 RGSL RGSL2",0.40850180054642,0.0203643016179234,FALSE
"1124","ACAN AGC1 CSPG1 MSK16",0.407086582839138,0.0210825723893024,FALSE
"1125","LAMA4",0.405997965813043,0.0217779532477812,FALSE
"1126","BBC3 PUMA",0.405916539275612,0.0242101000981549,FALSE
"1127","DNAH10 KIAA2017",0.404144050015219,0.0220283649421586,FALSE
"1128","CHD5 KIAA0444",0.402784079016982,0.0258089389347071,FALSE
"1129","NPHP4 KIAA0673",0.402679618988135,0.0231429231157486,FALSE
"1130","TSNAXIP1 TXI1",0.400964896074111,0.0214878772450434,FALSE
"1131","DCTN1",0.400858672553237,0.021939917570518,FALSE
"1132","FSD1 GLFND MIR1 VLP27",0.400847611951544,0.0212097980781794,FALSE
"1133","KCNQ2",0.398834181549534,0.0211820161760672,FALSE
"1134","DST BP230 BP240 BPAG1 DMH DT KIAA0728",0.398792552621844,0.0244909097989939,FALSE
"1135","RNF25",0.397134493602827,0.0240422867901505,FALSE
"1136","SLCO1A2 OATP OATP1 OATP1A2 SLC21A3",0.396942641440383,0.0262240036480183,FALSE
"1137","INSYN2B C5orf57 FAM196B",0.394707873370212,0.0259176784793771,FALSE
"1138","IRS4",0.394310977849347,0.0259805430650573,FALSE
"1139","C7orf33",0.393641917796643,0.0237000841261145,FALSE
"1140","KLHL6",0.393627417257441,0.0194712167396279,FALSE
"1141","ARHGAP32 GRIT KIAA0712 RICS",0.393421088868628,0.0230776778264584,FALSE
"1142","DPY19L1 GA0500 KIAA0877",0.393267056477406,0.021251562207683,FALSE
"1143","SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43",0.392480261486782,0.0243464530559115,FALSE
"1144","CD5L API6 UNQ203/PRO229",0.392231078428914,0.0265401799788887,FALSE
"1145","FZD4",0.391870815861452,0.0205263895847025,FALSE
"1146","OSTM1 GL HSPC019 UNQ6098/PRO21201",0.390151740582223,0.0249742255337582,FALSE
"1147","LUC7L3 CREAP1 CROP O48",0.390138177696908,0.0205536002654553,FALSE
"1148","PSD EFA6 EFA6A KIAA2011 PSD1 TYL",0.38968527511922,0.0265670700056202,FALSE
"1149","PBXIP1 HPIP",0.388336823405197,0.0249688329057785,FALSE
"1150","TAB1 MAP3K7IP1",0.387164593911114,0.021864969510486,FALSE
"1151","SCN3A KIAA1356 NAC3",0.386196331106234,0.0237919757698972,FALSE
"1152","PDCD1 PD1",0.385590143319455,0.024325342581213,FALSE
"1153","LAMA5 KIAA0533 KIAA1907",0.38515254477911,0.0256003455184081,FALSE
"1154","CLEC4G UNQ431/PRO792",0.383919556874302,0.0222669660402414,FALSE
"1155","CDC42BPG DMPK2",0.383858711534348,0.0250230180877284,FALSE
"1156","PRR14L C22orf30",0.382623742959304,0.0237225120226664,FALSE
"1157","NTF3",0.381830922864648,0.0284554629302298,FALSE
"1158","TCAF2 FAM115C FAM139A",0.381076722582691,0.019306106416033,FALSE
"1159","CALML6 CAGLP CALGP",0.380860288267463,0.0229308962300852,FALSE
"1160","CHN1 ARHGAP2 CHN",0.377877684241735,0.0229078648148187,FALSE
"1161","SPEG APEG1 KIAA1297",0.37780010394841,0.0218874692426871,FALSE
"1162","MAP3K13 LZK",0.377543842018222,0.0243679832265322,FALSE
"1163","ZNF227",0.376692085229287,0.0192341978776848,FALSE
"1164","GTF2I BAP135 WBSCR6",0.376573467663345,0.0211413325283786,FALSE
"1165","IQCF5",0.376404199471251,0.023678931539095,FALSE
"1166","GZMK TRYP2",0.374505964188614,0.0239813536033647,FALSE
"1167","SOWAHA ANKRD43",0.372316789710499,0.0220584133697991,FALSE
"1168","MYORG KIAA1161",0.372037547111017,0.0242033491927291,FALSE
"1169","RNF130",0.371156471986506,0.0194804392683549,FALSE
"1170","LETMD1",0.370504204037527,0.0246500612917467,FALSE
