"","protein","log2_fold_change","adjusted_p_value_-log10","significant"
"44","EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5",5.55583414930565,0.317323149710248,FALSE
"45","MORN2 MOPT",5.54698420803957,0.0750891106399977,FALSE
"46","GRIA3 GLUR3 GLURC",5.50173678366675,0.283791317624995,FALSE
"47","DNASE1 DNL1 DRNI",5.48212843255338,0.500554073453947,FALSE
"48","TMC5 UNQ8238/PRO33604",5.46907622844759,0.951281267410163,FALSE
"49","IBTK BTKI KIAA1417",5.44342423208406,1.03123452253348,FALSE
"50","IGKV3-20",5.39482388703192,0.0301022663837406,FALSE
"51","PRR35 C16orf11",5.36486924539848,0.358960458473236,FALSE
"52","PRKCQ PRKCT",5.34441163895869,0.340344187044628,FALSE
"53","CD80 CD28LG CD28LG1 LAB7",5.32591024691847,0.93568772754323,FALSE
"54","ZNF318 HRIHFB2436",5.30884196681118,0.640867197340332,FALSE
"55","PDCD1 PD1",5.29655953631394,0.698085400475804,FALSE
"56","RGS7BP R7BP",5.28106869333311,0.410851130570389,FALSE
"57","MYCL BHLHE38 LMYC MYCL1",5.26660967301698,0.3310597007828,FALSE
"58","SYNE2 KIAA1011 NUA",5.2511292891564,0.462771774424894,FALSE
"59","TCOF1",5.21892189403676,0.266129683609877,FALSE
"60","C11orf95",5.21727759604522,0.20811270539778,FALSE
"61","ABCA1 ABC1 CERP",5.19517993182702,1.17690976536237,FALSE
"62","KIF1C KIAA0706",5.18034073250105,0.212633029638083,FALSE
"63","KITLG MGF SCF",5.17463961970617,0.417744429688402,FALSE
"64","ILF3 DRBF MPHOSPH4 NF90",5.16575465852088,0.185066755462153,FALSE
"65","CHURC1 C14orf52 CHCH My015",5.15487380438681,0.868278897841764,FALSE
"66","ZNF30 KOX28",5.12858773070101,0.232512283455236,FALSE
"67","FRY C13orf14",5.12628923311259,0.139155698815058,FALSE
"68","BTNL2",5.11836497352723,0.407729406849808,FALSE
"69","C3 CPAMD1",5.08098601678974,0.0913539612757842,FALSE
"70","ZBTB38",5.07828063300538,0.247400338742471,FALSE
"71","MELTF MAP97 MFI2",5.06675689785427,0.324082353140619,FALSE
"72","ZNF577",5.06549742615481,0.146466568929458,FALSE
"73","SNF8 EAP30",5.06549364977565,0.342411376201263,FALSE
"74","ANKRA2 ANKRA",5.05088825404427,0.165065613944667,FALSE
"75","C4BPA C4BP",5.04943019493496,0.26323200805183,FALSE
"76","B4GALNT3",5.04662722006092,0.370998342153648,FALSE
"77","SYCP2 SCP2",5.02770146664345,0.665918602738603,FALSE
"78","CARD9",5.01576889120402,1.10421323538212,FALSE
"79","AHDC1",5.00643802729649,0.1779320587641,FALSE
"80","IGSF6 DORA",4.97652286449847,0.388727566623896,FALSE
"81","GARRE1 KIAA0355",4.93632560760085,0.0925388712373418,FALSE
"82","TAF1B",4.88429724134126,0.148990371051218,FALSE
"83","DCLK1 DCAMKL1 DCDC3A KIAA0369",4.88128265791993,0.282844559230585,FALSE
"84","MTFR1 CHPPR FAM54A2 KIAA0009",4.8661851127078,0.14512062050581,FALSE
"85","C12orf40",4.84839034208208,0.175381498425097,FALSE
"86","ETFA",4.83527039177591,0.100381823454962,FALSE
"87","FAM160A2 C11orf56 KIAA1759",4.82864722275649,0.438322573242042,FALSE
"88","JPH2 JP2",4.81503608162575,0.0783799204003588,FALSE
"89","ARHGAP20 KIAA1391",4.80145060224909,1.0272456901975,FALSE
"90","ZNF480",4.80078744642375,0.441790358696424,FALSE
"91","TOMM70 KIAA0719 TOM70 TOMM70A",4.79613113365929,0.530918375792794,FALSE
"92","KRT1 KRTA",4.76886467829539,0.108584425211596,FALSE
"93","RETREG3 FAM134C",4.73820850252245,0.195687010224136,FALSE
"94","LLPH C12orf31 cPERP-G",4.73778937725037,0.171657798014088,FALSE
"95","HMCN1 FIBL6",4.6977369090905,0.309390725914223,FALSE
"96","ZBTB10 RINZF RINZFC",4.69268943587499,0.71123787150539,FALSE
"97","PRPF8 PRPC8",4.64314303204317,0.0590666246046402,FALSE
"98","EXPH5 KIAA0624 SLAC2B",4.62370149298792,0.471679954814496,FALSE
"99","RALGAPA2 C20orf74 KIAA1272",4.60346962718095,0.276815767147749,FALSE
"100","CDC25A",4.57530857406183,0.795759229998126,FALSE
"101","RGN SMP30",4.57482408551653,0.0629702429121624,FALSE
"102","COG4",4.57339187128188,0.032113378178015,FALSE
"103","NPIPB5",4.5657319090366,0.164546784782442,FALSE
"104","APC2 APCL",4.54121338259995,0.36110120216329,FALSE
"105","AKAP9 AKAP350 AKAP450 KIAA0803",4.52395243092793,0.0214180251926695,FALSE
"106","RSAD2 CIG5",4.52135847542561,0.508774661447061,FALSE
"107","ZNF404",4.51532114466717,0.0778921550115049,FALSE
"108","TNFRSF19 TAJ TROY UNQ1888/PRO4333",4.51073573674433,0.329098338255487,FALSE
"109","FRMPD3 KIAA1817",4.49647948680353,0.0949581355789536,FALSE
"110","SPAG9 HSS KIAA0516 MAPK8IP4 SYD1 HLC6",4.48370798075601,0.247949943410581,FALSE
"111","CAPZA1",4.48357614162931,0.210244517355855,FALSE
"112","ITIH3",4.48129947200201,0.209360431665821,FALSE
"113","EML3",4.47891503929019,0.050074857422265,FALSE
"114","CLK1 CLK",4.46908693641971,0.415803257066665,FALSE
"115","CEP104 KIAA0562",4.42741882478925,0.60321344558366,FALSE
"116","COL28A1 COL28",4.42206156166268,0.409996420157278,FALSE
"117","MMP21",4.41330144465461,0.148966060768806,FALSE
"118","CAMKK1 CAMKKA",4.41220021939925,0.0499582889607856,FALSE
"119","HBA1",4.40990383558013,0.0780089849243,FALSE
"120","ST14 PRSS14 SNC19 TADG15",4.40386540603312,0.0715752196845067,FALSE
"121","API5 MIG8",4.39768193021496,0.167056850309794,FALSE
"122","PTCH2 UNQ560/PRO1121/PRO57079",4.39600575717259,0.46896071264597,FALSE
"123","ASCL2 BHLHA45 HASH2",4.39222351718195,0.0347823065611968,FALSE
"124","GPRIN3 KIAA2027",4.39045192105966,0.035014764306612,FALSE
"125","ZNF470 CZF1",4.38343896296959,0.0961332166000198,FALSE
"126","NEK10",4.37739899494262,0.141959939520698,FALSE
"127","RNF6 SPG2",4.37531540408971,0.0920821545619176,FALSE
"128","CYP51A1 CYP51",4.36571767600892,0.167401082337879,FALSE
"129","DEUP1 CCDC67",4.36498573812422,0.0946207450894365,FALSE
"130","SLC32A1 VGAT VIAAT",4.35899149177077,0.330652931292253,FALSE
"131","SNX1",4.34866923930781,0.0922127319316136,FALSE
"132","PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1",4.32924533845751,0.146412125542007,FALSE
"133","NAA35 EGAP MAK10",4.32717547253441,0.06799090650096,FALSE
"134","FOXQ1 HFH1",4.32059142125409,0.110913614946028,FALSE
"135","GOLGA8B",4.31906087756521,0.431684282297263,FALSE
"136","ZFHX2 KIAA1056 KIAA1762 ZNF409",4.24288539988383,0.216790632661992,FALSE
"137","RAD54B",4.24100113411265,0.0239812048695853,FALSE
"138","APOC2 APC2",4.235110444925,0.0508763105681792,FALSE
"139","TFAP2E",4.22925713936211,0.10301686470193,FALSE
"140","DSG3 CDHF6",4.21758756766218,0.095009126862295,FALSE
"141","AZU1",4.21295472941492,0.0930964480003112,FALSE
"142","PGAP1 UNQ3024/PRO9822",4.20809360163893,0.202016809951684,FALSE
"143","CTDP1 FCP1",4.20279252653772,0.201595359785219,FALSE
"144","SLC25A10 DIC",4.19417429167451,0.408008934530034,FALSE
"145","PPP3R2 CBLP PPP3RL",4.19007017820018,0.0457536890327505,FALSE
"146","INVS INV NPHP2",4.18927187366141,0.0922844213231745,FALSE
"147","CSE1L CAS XPO2",4.16588573602399,0.314482666074778,FALSE
"148","C1QB",4.1604998709425,0.154657925447429,FALSE
"149","CCNA2 CCN1 CCNA",4.14719194604438,0.148415376071711,FALSE
"150","MLKL",4.13564597380694,0.167210496248049,FALSE
"151","NEMP1 KIAA0286 TMEM194 TMEM194A",4.13029820282006,0.381253695954455,FALSE
"152","KIF21B KIAA0449",4.12321516149344,0.0291890685902323,FALSE
"153","SLA2 C20orf156 SLAP2",4.11091674780467,0.208171493645901,FALSE
"154","PGM1",4.09946867620885,0.0730680934961002,FALSE
"155","SUPV3L1 SUV3",4.0884712381615,0.523370665398624,FALSE
"156","HDAC4 KIAA0288",4.07704076677681,0.0879578858345241,FALSE
"157","TWSG1 TSG PSEC0250",4.07271682393314,0.292488922400677,FALSE
"158","DNAJB4 DNAJW HLJ1",4.06021880557722,0.432071789396161,FALSE
"159","PVALB",4.05650555218015,0.0553068431481627,FALSE
"160","EPHA2 ECK",4.0352334678528,0.303263146912301,FALSE
"161","SLC44A1 CD92 CDW92 CTL1",4.02267536698098,0.108083332182569,FALSE
"162","ALPK3 KIAA1330 MAK",4.02193296212536,0.0643402359106921,FALSE
"163","IGLC3",4.00300945100251,0.0180802128004575,FALSE
"164","BFSP2",3.98929661130726,0.0286428550251428,FALSE
"165","RHBDD2 RHBDL7",3.9785410381188,0.0568070049239222,FALSE
"166","SHMT1",3.97533890370672,0.158133391895042,FALSE
"167","FAM222A C12orf34",3.97272907019812,0.0476281005114973,FALSE
"168","ZMYM4 KIAA0425 ZNF262",3.95527895575284,0.330428805706626,FALSE
"169","SHROOM2 APXL",3.9520844229149,0.0487087654686226,FALSE
"170","CKAP2 LB1 TMAP",3.93491749359986,0.0425880494050256,FALSE
"171","DNAH12 DHC3 DLP12 DNAH12L DNAH7L DNAHC3 DNHD2 HDHC3 HL19",3.93006192171546,0.091640323300838,FALSE
"172","FBXL19 FBL19",3.9285079684504,0.0405795984845885,FALSE
"173","COL5A2",3.92220736669444,0.0335377242314555,FALSE
"174","RPS6KA6 RSK4",3.91679401504744,0.266865525080775,FALSE
"175","SEC14L5 KIAA0420",3.91650773265316,0.0236532503478139,FALSE
"176","TMEM145",3.8934598719368,0.162668952026863,FALSE
"177","ECE1",3.8861654459062,0.0577830107752405,FALSE
"178","PTTG1IP C21orf1 C21orf3",3.87931694497201,0.360627845249652,FALSE
"179","PNMA6E",3.86959869841962,0.317621504750347,FALSE
"180","H2BC14 H2BFE HIST1H2BM",3.86881495471928,0.0719351830402693,FALSE
"181","CHST7",3.86181666947135,0.321257273953621,FALSE
"182","TSEN34 LENG5 SEN34",3.86077776599103,0.0433586325674693,FALSE
"183","MYH14 KIAA2034 FP17425",3.85314947857368,0.0944006772682472,FALSE
"184","FAM110C",3.83906139109878,0.0329605741472046,FALSE
"185","RPL23A",3.82462847321632,0.0321010270267171,FALSE
"186","TMC4",3.82295544693001,0.0182600482795769,FALSE
"187","WWC3 KIAA1280",3.81962390183148,0.161281189372591,FALSE
"188","PPM1N",3.81440332284954,0.0373995260528166,FALSE
"189","THEMIS2 C1orf38 ICB1",3.81031887144588,0.0538797043780725,FALSE
"190","KRTAP10-8 KAP10.8 KAP18-8 KRTAP10.8 KRTAP18-8 KRTAP18.8",3.8094307689358,0.0559782253909404,FALSE
"191","SBNO1 MOP3",3.79387061291512,0.0508623160559719,FALSE
"192","ITGA1",3.77856795206681,0.123740117073906,FALSE
"193","BCL6B BAZF ZNF62",3.76516387297618,0.25821213904754,FALSE
"194","MYH10",3.75568246959477,0.0955724457438799,FALSE
"195","PCDH18 KIAA1562",3.75564791035096,0.0294258999356019,FALSE
"196","EXOSC7 KIAA0116 RRP42",3.75180125547854,0.0191130470558565,FALSE
"197","PARP9 BAL BAL1",3.73311303892915,0.117130461980935,FALSE
"198","PIMREG CATS FAM64A RCS1",3.72220001169326,0.0966768224199379,FALSE
"199","FUBP3 FBP3",3.7176588673999,0.18150859761362,FALSE
"200","GJA3",3.70484013324071,0.0283003735224051,FALSE
"201","SLC39A6 LIV1 ZIP6",3.69932361398331,0.0475183010952761,FALSE
"202","SSH2 KIAA1725 SSH2L",3.69323685993686,0.097747945276436,FALSE
"203","DENND1B C1orf218 FAM31B",3.69039157276774,0.376499684062818,FALSE
"204","OR7G3",3.68393003335905,0.119380794926838,FALSE
"205","COL3A1",3.67910157321153,0.0878198671748771,FALSE
"206","EIF3H EIF3S3",3.67828125428428,0.0227868525379092,FALSE
"207","PARP14 BAL2 KIAA1268",3.6673875267221,0.0424468516081672,FALSE
"208","ZSWIM5 KIAA1511",3.64409109289431,0.0549468500952696,FALSE
"209","IQANK1",3.63760600621261,0.0397849138389094,FALSE
"210","PLIN5 LSDP5 OXPAT PAT-1",3.63702610256538,0.163966095214945,FALSE
"211","ZP2 ZPA",3.62412144742841,0.0728972826730026,FALSE
"212","LDHC LDH3 LDHX",3.61686316867423,0.0977573739331124,FALSE
"213","PROM2 PROML2 UNQ2521/PRO6014",3.61040969652193,0.13048091820159,FALSE
"214","ARHGEF17 KIAA0337 TEM4",3.60892680334037,0.0352879330254107,FALSE
"215","APOBEC3G MDS019",3.60758119671864,0.02911831881918,FALSE
"216","GRAMD1C UNQ2543/PRO6095",3.59168641520574,0.026605525596329,FALSE
"217","PHF20L1 CGI-72",3.57297298725197,0.0434446744498716,FALSE
"218","SORD",3.55939915873326,0.0220970130945063,FALSE
"219","RYR1 RYDR",3.55504979392952,0.111320802953819,FALSE
"220","FAM47DP",3.55502752214054,0.0287324329514563,FALSE
"221","ARL6IP1 ARL6IP ARMER KIAA0069",3.55480805683274,0.0242237525211747,FALSE
"222","FAM110B C8orf72",3.55325741828268,0.116557937138357,FALSE
"223","USP45",3.54754364897717,0.106529980881804,FALSE
"224","OR8G3P",3.53910287135707,0.0825591058307597,FALSE
"225","SETD6",3.53718580527356,0.317503917256389,FALSE
"226","CAMSAP3 KIAA1543",3.53134709088584,0.0957937955524348,FALSE
"227","LZTS2 KIAA1813 LAPSER1",3.53073141708722,0.121836512350181,FALSE
"228","PPP1R26 KIAA0649",3.51292693766871,0.0390217516636375,FALSE
"229","LAPTM4A KIAA0108 LAPTM4 MBNT MTRP UNQ1846/PRO3574",3.49480898806256,0.435284104590776,FALSE
"230","CTSA PPGB",3.48456935586625,0.0637011418921523,FALSE
"231","IGHG2",3.47096564266443,0.0269965058027253,FALSE
"232","ARMC9 KIAA1868",3.463340852552,0.0362219753334285,FALSE
"233","LPXN LDLP",3.46259693506577,0.0395839807613905,FALSE
"234","RUNX2 AML3 CBFA1 OSF2 PEBP2A",3.46119646891057,0.0334868616929102,FALSE
"235","PRKY",3.44603014437468,0.0236283112413908,FALSE
"236","MAB21L1 CAGR1 Nbla00126",3.44306183868172,0.254533827523038,FALSE
"237","ZNF560",3.44181063874082,0.0505349211774645,FALSE
"238","TTC39B C9orf52",3.42657538462242,0.0372517302437477,FALSE
"239","L1CAM CAML1 MIC5",3.42357412677737,0.02821151161705,FALSE
"240","ACY1",3.4165425027856,0.15301572226184,FALSE
"241","PXDNL VPO2",3.40961831786024,0.0276840827696629,FALSE
"242","NUFIP2 KIAA1321 PIG1",3.40310942598865,0.0671049828158032,FALSE
"243","CCDC71L C7orf74",3.39311694887971,0.0539489831085855,FALSE
"244","RBMX HNRPG RBMXP1",3.38818801827691,0.032669991029189,FALSE
"245","COX10",3.38733441188556,0.0808166220758156,FALSE
"246","PFKFB3",3.37477542581901,0.0940170525825714,FALSE
"247","WNT6",3.36414764246082,0.03806706257098,FALSE
"248","HUS1",3.35822577279895,0.0347491137447029,FALSE
"249","RIMS3 KIAA0237",3.35105293019878,0.0331362277216555,FALSE
"250","WDFY4 C10orf64 KIAA1607",3.35050737280948,0.0874887749031068,FALSE
"251","TCF7L2 TCF4",3.34882587013386,0.0555644650688307,FALSE
"252","STK36 KIAA1278",3.34823840272858,0.0642592090108575,FALSE
"253","ADO C10orf22",3.34216751267071,0.0237716820447906,FALSE
"254","ADAMTS16 KIAA2029",3.33288342981945,0.0528124127113973,FALSE
"255","FBXL17 FBL17 FBX13 FBXO13",3.32733568397054,0.294809526749503,FALSE
"256","CIC KIAA0306",3.32704386882936,0.0179737128089636,FALSE
"257","PABPC1 PAB1 PABP1 PABPC2",3.32511540310949,0.224156345447197,FALSE
"258","RCC1L WBSCR16",3.32486535329558,0.0255513962416771,FALSE
"259","YY2 ZNF631",3.32477692297149,0.0358371551324187,FALSE
"260","SLAMF9 CD2F10 UNQ1938/PRO4421",3.31774469346155,0.0385605277063311,FALSE
"261","NEURL1B NEURL3",3.30780562322925,0.095635867388534,FALSE
"262","DCAF12L1 WDR40B",3.29313075318921,0.0444480761562071,FALSE
"263","AHRR BHLHE77 KIAA1234",3.29057287544841,0.0152452222500066,FALSE
"264","TXLNG CXorf15 ELRG LSR5",3.28930336974578,0.0275925658260782,FALSE
"265","HP",3.27607805010732,0.0332676310389304,FALSE
"266","CLUH KIAA0664",3.27394638275704,0.0404587920459038,FALSE
"267","ANKRD62",3.27211041879269,0.0439738115212331,FALSE
"268","COL8A2",3.27206198770432,0.267083014024186,FALSE
"269","SPPL2B IMP4 KIAA1532 PSL1",3.27110743591393,0.0537146145316522,FALSE
"270","IGHV3-9",3.26601032912352,0.0812805889287644,FALSE
"271","TAF1A",3.26499201807707,0.0324929584046541,FALSE
"272","FRAS1 KIAA1500",3.25970419182631,0.193807335156776,FALSE
"273","FASTKD1 KIAA1800",3.25925723452148,0.0315106647421974,FALSE
"274","TMEM63C C14orf171 CSC1",3.25320533694419,0.039360396042324,FALSE
"275","OPA1 KIAA0567",3.24329444204493,0.0512921490197667,FALSE
"276","MEN1 SCG2",3.24166010656426,0.0194577502347972,FALSE
"277","CCBE1 KIAA1983 UNQ1921/PRO4395",3.23036120070868,0.018796923170882,FALSE
"278","BCL3 BCL4 D19S37",3.22080092203104,0.0166435666233525,FALSE
"279","CCL26 SCYA26 UNQ216/PRO242",3.21165171386818,0.0509873564139362,FALSE
"280","NCOR1 KIAA1047",3.21051438610514,0.0800570325355316,FALSE
"281","TYK2",3.20905409840465,0.0267997709201869,FALSE
"282","TLNRD1 MESDC1",3.20746482658601,0.0153342926699206,FALSE
"283","HAUS6 DGT6 FAM29A KIAA1574",3.19543341431727,0.0583743662878047,FALSE
"284","DNAJC16 KIAA0962",3.18949654626047,0.0844800602829455,FALSE
"285","ATXN2L A2D A2LG A2LP A2RP",3.18766228146358,0.0184141466884895,FALSE
"286","NHLRC3",3.18610976372377,0.231640103043936,FALSE
"287","PDK1 PDHK1",3.1747385006613,0.0197912654512093,FALSE
"288","WDR4",3.17343433464606,0.0452205938949764,FALSE
"289","DYRK3",3.16606525459984,0.0172928638886356,FALSE
"290","BRD9 UNQ3040/PRO9856",3.16597888312345,0.0194045779198879,FALSE
"291","NEGR1 IGLON4 UNQ2433/PRO4993",3.16557359360065,0.0919283171949308,FALSE
"292","STXBP2 UNC18B",3.13919422600131,0.108175896608664,FALSE
"293","MAP1A MAP1L",3.13432292120157,0.0371034812101852,FALSE
"294","CD9 MIC3 TSPAN29 GIG2",3.13217747135191,0.0500232213490854,FALSE
"295","IGHG1",3.13169145879313,0.0259441347690488,FALSE
"296","PRRX1 PMX1",3.13126218252404,0.13851983810716,FALSE
"297","NPPB",3.12125761476571,0.0523820572718511,FALSE
"298","KRT27 KRT25C",3.11926315200813,0.104087051915022,FALSE
"299","PLXNA1 NOV PLXN1",3.11901824557627,0.0249538042065117,FALSE
"300","M1AP C2orf65 SPATA37",3.11711429219911,0.0136808647460971,FALSE
"301","TTPAL C20orf121",3.11169458676924,0.191152409846919,FALSE
"302","EPS8L2 EPS8R2 PP13181",3.0988291903785,0.0423725459121929,FALSE
"303","SMIM43 TMEM155",3.09855213667989,0.12188391302499,FALSE
"304","CBX7",3.09105803579486,0.0480101939842956,FALSE
"305","TNKS1BP1 KIAA1741 TAB182",3.0843560158099,0.0185427331140607,FALSE
"306","TTC30B",3.08182198003569,0.0305175497272592,FALSE
"307","ZXDC ZXDL",3.0744447926155,0.0231591294626963,FALSE
"308","CSNKA2IP",3.07353507569221,0.0141918324640357,FALSE
"309","LRRC37A LRRC37A1",3.06968032636805,0.110284889903065,FALSE
"310","SERPIND1 HCF2",3.06919698782616,0.0478407094356563,FALSE
"311","ABCB7 ABC7",3.06639388313214,0.14448451169198,FALSE
"312","PODN SLRR5A UNQ293/PRO332",3.06618901485239,0.1508776228012,FALSE
"313","RPS3 OK/SW-cl.26",3.0619311559484,0.0203624952315701,FALSE
"314","INPP4A",3.0567594563569,0.0495373278611368,FALSE
"315","LDHAL6B LDHAL6 LDHL",3.05417977761403,0.0608357653372631,FALSE
"316","DNAJB6 HSJ2 MRJ MSJ1",3.05059898815935,0.0167900539625249,FALSE
"317","ALDH18A1 GSAS P5CS PYCS",3.04925580082811,0.0470010702581936,FALSE
"318","APOA1",3.04896620025897,0.0631753649945409,FALSE
"319","CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2",3.04328915128107,0.172550946893133,FALSE
"320","EIF2S3 EIF2G",3.03927708283491,0.0529513708385656,FALSE
"321","NKX2-8 NKX-2.8 NKX2G NKX2H",3.02845248676945,0.0218152419997903,FALSE
"322","GRHL2 BOM TFCP2L3",3.02440488940458,0.0253174695104526,FALSE
"323","YLPM1 C14orf170 ZAP3",3.02279284460161,0.0543162960117113,FALSE
"324","GALK2 GK2",3.02005476371442,0.0360927998912057,FALSE
"325","REST NRSF XBR",3.01614733887505,0.0239900324262306,FALSE
"326","ZNF551 KOX23",3.01447996289257,0.0759129502506529,FALSE
"327","NELFE RD RDBP",2.99884948142313,0.0487936139757592,FALSE
"328","AIFM2 AMID PRG3",2.99844844773342,0.0195073100700001,FALSE
"329","C7orf25",2.99476812772225,0.107094349006542,FALSE
"330","LTBP2 C14orf141 LTBP3",2.98670955005173,0.0545605658641558,FALSE
"331","KNL1 CASC5 KIAA1570",2.98570006326474,0.0311426549712665,FALSE
"332","CCDC110 KMHN1",2.9812606576047,0.0272251770489462,FALSE
"333","CBLB RNF56 Nbla00127",2.97800802130815,0.0422083713892619,FALSE
"334","BTBD10 GMRP1",2.97286742567485,0.0175310980366881,FALSE
"335","MSH4",2.97110901561664,0.0634693997530072,FALSE
"336","MPZ",2.96598804049534,0.0247398480393789,FALSE
"337","MPP3 DLG3",2.9624083107258,0.0475216761700359,FALSE
"338","PID1 NYGGF4 PCLI1 HMFN2073",2.96186356962294,0.044147261680388,FALSE
"339","EPM2A",2.95893964410804,0.0318752114782782,FALSE
"340","GKAP1 GKAP42 FKSG21",2.95513637908479,0.0120152025525243,FALSE
"341","GHSR",2.94952417348684,0.0315838837865182,FALSE
"342","SPATA13",2.9474098337753,0.0255903592098087,FALSE
"343","ZFP28 KIAA1431",2.9392358507633,0.0329111035051879,FALSE
"344","C17orf98",2.93675826399536,0.048187814864808,FALSE
"345","ETV7 TEL2 TELB TREF",2.93440899013675,0.045386421238739,FALSE
"346","GPN1 MBDIN RPAP4 XAB1 HUSSY-23",2.9284780405079,0.0371003127810787,FALSE
"347","DEPDC5 KIAA0645",2.92322814350565,0.0430471479287253,FALSE
"348","ZNF215 BAZ2 ZKSCAN11",2.9229375008529,0.0723074748060871,FALSE
"349","TXNRD1 GRIM12 KDRF",2.92119300122,0.0356972450168422,FALSE
"350","EFHC1",2.91982633382937,0.0343735531903212,FALSE
"351","ALKAL2 FAM150B UNQ542/PRO1097",2.91581403892092,0.042361790165497,FALSE
"352","TTC14 KIAA1980 UNQ5813/PRO19630",2.91130860438126,0.0288910989716215,FALSE
"353","TTC13 PSEC0076",2.91067455356835,0.0235527059122028,FALSE
"354","BRME1 C19orf57",2.90194640310665,0.0564757539308381,FALSE
"355","PKD1L1 UNQ5785/PRO19563",2.9007515282543,0.0282409579906536,FALSE
"356","COLEC11 UNQ596/PRO1182",2.90039580175957,0.0228694135360046,FALSE
"357","E4",2.8991553815417,0.0286285722415632,FALSE
"358","PRSS33",2.89780631825381,0.0412906009371249,FALSE
"359","ZNF292 KIAA0530",2.89278579590843,0.0346801481237,FALSE
"360","HDAC5 KIAA0600",2.88441183528656,0.0536445313392777,FALSE
"361","GPER1 CEPR CMKRL2 DRY12 GPER GPR30",2.88081149390915,0.030529784440843,FALSE
"362","THADA GITA KIAA1767",2.87788580255426,0.0248095432694597,FALSE
"363","PAPOLA PAP",2.87570154359313,0.0371708796521951,FALSE
"364","MYO5A MYH12",2.87282573089671,0.110457342504105,FALSE
"365","PPP2R5D",2.87216953369649,0.0279597103274815,FALSE
"366","VARS1 G7A VARS VARS2",2.86952026046496,0.0555770085027396,FALSE
"367","ACVR1B ACVRLK4 ALK4",2.86630876379055,0.0396803640270077,FALSE
"368","SCARB2 CD36L2 LIMP2 LIMPII",2.86007184863384,0.0258629806382577,FALSE
"369","PRDM11 PFM8",2.85818278201758,0.0375961642436746,FALSE
