"","protein","log2_fold_change","adjusted_p_value_-log10","significant"
"67","SRP54",3.69124258126501,0.0739679328344447,FALSE
"68","PRRG1 PRGP1 TMG1",3.68681949258371,0.507264963768396,FALSE
"69","SEMA4F SEMAM SEMAW",3.65458168378527,0.111332882329709,FALSE
"70","CYP4A11 CYP4A2",3.64939878564072,0.289857277667836,FALSE
"71","GGT1 GGT",3.64919542866808,0.477485588748567,FALSE
"72","POP4 RPP29",3.64794028002699,0.552838091551522,FALSE
"73","FOLR1 FOLR",3.64114227116897,0.112181088997816,FALSE
"74","ABTB2",3.62590264506608,0.47394951004171,FALSE
"75","PHKB",3.62094349182271,0.285562184818415,FALSE
"76","CENPE",3.61554988956627,0.144926918967381,FALSE
"77","ASXL3 KIAA1713",3.60156384495647,0.126405874382954,FALSE
"78","E2F8",3.59741624252572,0.130557427799222,FALSE
"79","ZNF708 KOX8 ZNF15 ZNF15L1",3.58472847307727,0.132569027446691,FALSE
"80","PDLIM2 PP6345",3.58317566465627,0.471075284786124,FALSE
"81","UTP20 DRIM",3.57274955349998,0.649596975069171,FALSE
"82","TIMELESS TIM TIM1 TIMELESS1",3.5433345991714,0.0551949642869955,FALSE
"83","SLC24A4 NCKX4",3.52922640399127,0.134091662709143,FALSE
"84","CALML6 CAGLP CALGP",3.51866482139468,0.335744748349119,FALSE
"85","ZNF565",3.51361407618328,0.330088576229398,FALSE
"86","CYP3A43",3.45599052398118,0.5326981231365,FALSE
"87","SYDE2",3.44202624988239,0.528397477089037,FALSE
"88","EPO",3.43496817446393,0.488929722495489,FALSE
"89","PRAMEF13",3.4235997316567,0.369878144805553,FALSE
"90","ENPP1 M6S1 NPPS PC1 PDNP1",3.42261433745966,0.168738654034317,FALSE
"91","ERI3 PINT1 PRNPIP PRNPIP1",3.41469357556169,0.247340919271352,FALSE
"92","SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487",3.38445653789136,0.447895115225629,FALSE
"93","PHF1 PCL1",3.3802655232049,0.145824064402649,FALSE
"94","TOMM40 C19orf1 PEREC1 TOM40",3.3528526090791,0.262135292156637,FALSE
"95","PPP2R5E",3.34755525051768,0.0720945396240023,FALSE
"96","SFTPD COLEC7 PSPD SFTP4",3.33999644541851,0.547947738833157,FALSE
"97","ATAD2B KIAA1240",3.31890948445276,0.118035088285357,FALSE
"98","YAF2",3.29039231836908,0.175838348260174,FALSE
"99","MYCBP2 KIAA0916 PAM",3.28281916213584,0.0751736230966824,FALSE
"100","SEPTIN5 PNUTL1 SEPT5",3.27611690873335,0.346613699675981,FALSE
"101","ZNFX1 KIAA1404",3.27433419728353,0.444196155961971,FALSE
"102","SAE1 AOS1 SUA1 UBLE1A",3.24345365254329,0.57194537019893,FALSE
"103","CD248 CD164L1 TEM1",3.22160374445559,0.467126678073464,FALSE
"104","TANC1 KIAA1728",3.21785468374155,0.117251416932338,FALSE
"105","GABPB2",3.2067969395525,0.437645319084549,FALSE
"106","MCM3AP GANP KIAA0572 MAP80",3.20453386238079,0.0858730012862101,FALSE
"107","DNAH8",3.18962639929454,0.328021015687227,FALSE
"108","FGFR4 JTK2 TKF",3.18912436708077,0.0727291979386009,FALSE
"109","RECK ST15",3.1780527528801,0.16192878025186,FALSE
"110","NAV3 KIAA0938 POMFIL1 STEERIN3",3.16964733321041,0.54405735980532,FALSE
"111","NT5C3A NT5C3 P5N1 UMPH1 HSPC233",3.15083352665531,0.106862250752958,FALSE
"112","USP8 KIAA0055 UBPY",3.14834598245375,0.53235576303024,FALSE
"113","METTL17 METT11D1",3.1477095707725,0.140894803459069,FALSE
"114","IYD C6orf71 DEHAL1",3.1428178750124,0.156109644009975,FALSE
"115","PRSS23 ZSIG13 UNQ270/PRO307",3.13507812210565,0.362820525096639,FALSE
"116","NECAP1",3.13208685643308,0.421853375297864,FALSE
"117","HOXD11 HOX4F",3.11580261542607,0.157164256892267,FALSE
"118","FEM1A EPRAP",3.11562236407815,0.0704688937514114,FALSE
"119","HSP90AB3P HSP90BC",3.09667216141755,0.0724589822191514,FALSE
"120","KIF19",3.06900135363014,0.252569040054534,FALSE
"121","ALDH6A1 MMSDH",3.06513361124847,0.179793292569488,FALSE
"122","TXNDC11 EFP1",3.06192347255339,0.23646728046722,FALSE
"123","CRIPAK",3.05865718070696,0.0735016058780778,FALSE
"124","STK38L KIAA0965 NDR2",3.05483852092158,0.0616229258675337,FALSE
"125","NSA2 TINP1 HUSSY-29",3.03823961239114,0.111064296871738,FALSE
"126","DICER1 DICER HERNA KIAA0928",3.03700529519366,0.15815535814463,FALSE
"127","RBM45 DRB1 DRBP1",3.03273461383051,0.444577945119824,FALSE
"128","A2M CPAMD5 FWP007",3.0221023375002,0.0566972145344047,FALSE
"129","TAS2R41",3.01228003330824,0.230071506143646,FALSE
"130","TRIOBP KIAA1662 TARA HRIHFB2122",3.0110915043672,0.126652388186789,FALSE
"131","RYR2",2.99303605287471,0.0599569619362307,FALSE
"132","GSAP PION",2.99162426199132,0.238388543040842,FALSE
"133","SRXN1 C20orf139 SRX SRX1",2.98680267347161,0.24553650449709,FALSE
"134","DCST1",2.97490497355045,0.256012543139553,FALSE
"135","LY6E 9804 RIGE SCA2 TSA1",2.97020131208981,0.158889014227239,FALSE
"136","FAM43A PP7298",2.96981848273142,0.0564809424188388,FALSE
"137","ADAD1 TENR",2.96949761406762,0.302598334949226,FALSE
"138","C1R",2.96345012405134,0.259267080709338,FALSE
"139","SNX13 KIAA0713",2.95481464416694,0.0868524196833741,FALSE
"140","TMEM200C TTMA",2.95455297956468,0.214919405599707,FALSE
"141","KDM8 JMJD5",2.94966611079703,0.0838002805616736,FALSE
"142","VPS13B CHS1 COH1 KIAA0532",2.94393784801878,0.360427285798466,FALSE
"143","CRYBB2 CRYB2 CRYB2A",2.93698487051889,0.177101451261823,FALSE
"144","FSIP2",2.92358075551635,0.145546384539799,FALSE
"145","CFAP53 CCDC11",2.92257083669125,0.0991932511547979,FALSE
"146","TTC27",2.91356029178779,0.214710249267434,FALSE
"147","SPICE1 CCDC52 SPICE",2.91338089069108,0.250176957673088,FALSE
"148","MRPS15 RPMS15 DC37",2.89969062466984,0.0627958569316765,FALSE
"149","SLC5A12 SMCT2",2.86524088918545,0.450255264190601,FALSE
"150","MINDY1 FAM63A KIAA1390",2.8550895831152,0.127661008063144,FALSE
"151","ZC3H12B CXorf32 MCPIP2",2.85077493783758,0.342634576474113,FALSE
"152","ABAT GABAT",2.83647306814012,0.294846137281227,FALSE
"153","HMCN2",2.83480864805169,0.0809746228939794,FALSE
"154","CYTH2 ARNO PSCD2 PSCD2L",2.82982665329115,0.162424209009097,FALSE
"155","SERPINA9 GCET1 SERPINA11 UNQ692/PRO1337",2.81869881897305,0.339872935062408,FALSE
"156","RPS6KA3 ISPK1 MAPKAPK1B RSK2",2.81568830416149,0.122157861813163,FALSE
"157","POLR3A",2.81359251626898,0.246272263976199,FALSE
"158","IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384",2.786653660807,0.0816079734809386,FALSE
"159","EIF3A EIF3S10 KIAA0139",2.78412008638442,0.132194193929957,FALSE
"160","LAMC3",2.78375112821729,0.0683605027019868,FALSE
"161","CSMD3 KIAA1894",2.7715835057674,0.203071714700114,FALSE
"162","H1-6 H1FT H1T HIST1H1T",2.76600312363712,0.187309880825645,FALSE
"163","PBXIP1 HPIP",2.76478434080122,0.256175142292632,FALSE
"164","MYPN MYOP",2.76363282232266,0.0695017230500552,FALSE
"165","SPCS2 KIAA0102 SPC25",2.75858349536317,0.220278516427675,FALSE
"166","PADI2 KIAA0994 PAD2 PDI2",2.75391080938506,0.313914870214458,FALSE
"167","ARHGAP5 RHOGAP5",2.74229848822092,0.0541777784951448,FALSE
"168","LARS1 KIAA1352 LARS",2.74170259283233,0.0810670698039,FALSE
"169","ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP",2.73676399150672,0.0893916110452011,FALSE
"170","ACTN4",2.73189181102251,0.207781907272042,FALSE
"171","NRBP2 PP9320 TRG16",2.70606291515954,0.146718724171216,FALSE
"172","ZDHHC21",2.70604215080849,0.164953138801704,FALSE
"173","SH3PXD2A FISH KIAA0418 SH3MD1 TKS5",2.70503392285199,0.107153869768883,FALSE
"174","MAGED2 BCG1",2.70339551792054,0.0662355174573024,FALSE
"175","RBMXL2 HNRNPGT",2.70198455136785,0.0516785340583159,FALSE
"176","CUTC CGI-32",2.68301152202501,0.260420372228927,FALSE
"177","NBEA BCL8B KIAA1544 LYST2",2.68294443720686,0.234669502835561,FALSE
"178","MARK3 CTAK1 EMK2",2.67719705237852,0.299966479803027,FALSE
"179","E6",2.67451371340493,0.153857679915798,FALSE
"180","DDX39B BAT1 UAP56",2.67220270207595,0.128049273658747,FALSE
"181","ZNF827",2.66468389219116,0.233654370701518,FALSE
"182","SLC16A9 C10orf36 MCT9",2.65863459684534,0.289119378884045,FALSE
"183","NCF1 NOXO2 SH3PXD1A",2.6575449099623,0.156323008116952,FALSE
"184","KRT32 HHA2 HKA2 KRTHA2",2.65427867810047,0.195394165647572,FALSE
"185","CENPN C16orf60 ICEN32 BM-309",2.65052518388417,0.306467293155149,FALSE
"186","KRT73 K6IRS3 KB36 KRT6IRS3",2.64637367070747,0.095908889101855,FALSE
"187","TBK1 NAK",2.6441065613445,0.0962628702542958,FALSE
"188","SLCO6A1 OATP6A1 SLC21A19",2.64076531549641,0.305901293050154,FALSE
"189","PQBP1 NPW38 JM26",2.63394206715545,0.0930616304412452,FALSE
"190","ECI2 DRS1 HCA88 PECI",2.63188334010612,0.122880086206747,FALSE
"191","NEXN",2.62048671107466,0.0599792408808282,FALSE
"192","AK7",2.61928452043342,0.0620925072168303,FALSE
"193","PRR32 CXorf64",2.61754034205141,0.0931982841507853,FALSE
"194","MACF1 ABP620 ACF7 KIAA0465 KIAA1251",2.60257274087559,0.0756330984418003,FALSE
"195","FANK1 HSD13 UNQ6504/PRO21382",2.60092902297849,0.0932151807377987,FALSE
"196","MAPK8IP2 IB2 JIP2 PRKM8IPL",2.5978617957978,0.0539895792861575,FALSE
"197","HEATR9 C17orf66",2.59785614039658,0.219017600572238,FALSE
"198","CCDC89 BOIP",2.59052699578708,0.219411648126275,FALSE
"199","RESF1 C12orf35 KIAA1551",2.58769422381699,0.104443029358557,FALSE
"200","ZSCAN5A ZNF495 ZSCAN5",2.58205565124472,0.108992961347293,FALSE
"201","RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR",2.57532719174657,0.0720832847528617,FALSE
"202","SLU7",2.57102847804906,0.0656125554872933,FALSE
"203","PNPT1 PNPASE",2.56716433485526,0.0622547611652812,FALSE
"204","UHRF1 ICBP90 NP95 RNF106",2.54117552196574,0.22588407399426,FALSE
"205","ARR3 ARRX CAR",2.54083981434266,0.0866687057113718,FALSE
"206","PPP6R2 KIAA0685 PP6R2 SAPS2",2.53520308372908,0.0636304113391333,FALSE
"207","APC DP2.5",2.53119186208484,0.0863395834295255,FALSE
"208","TOPORS LUN TP53BPL",2.52564276228549,0.142177470973693,FALSE
"209","NBPF7",2.52429457601412,0.0549315230233374,FALSE
"210","SLC38A4 ATA3 NAT3 SNAT4",2.51557366991717,0.0850204019456858,FALSE
"211","NEUROG1 BHLHA6 NEUROD3 NGN NGN1",2.51389682659956,0.173390643262929,FALSE
"212","ZG16",2.50846095810696,0.200307327282164,FALSE
"213","POLM polmu",2.50664634839774,0.206251195765322,FALSE
"214","MYOF FER1L3 KIAA1207",2.50420175324462,0.12759194135219,FALSE
"215","LEMD2",2.49898707543087,0.15546081541022,FALSE
"216","RWDD2A RWDD2",2.49581284875929,0.0995998565371014,FALSE
"217","HOXA11 HOX1I",2.487068723927,0.0422059876852809,FALSE
"218","KLK7 PRSS6 SCCE",2.48395389553657,0.132771542370387,FALSE
"219","PRSS55 TSP1 UNQ9391/PRO34284",2.48366784113396,0.161341574050601,FALSE
"220","MYO18A CD245 KIAA0216 MYSPDZ",2.47700272500861,0.120121569743794,FALSE
"221","PAMR1 RAMP FP938 UNQ699/PRO1344",2.47558785975004,0.0715810985248651,FALSE
"222","OAS3 P/OKcl.4",2.47087444021441,0.0429484403113363,FALSE
"223","MYO1G HA2",2.46412310681831,0.0638642874134804,FALSE
"224","MFN2 CPRP1 KIAA0214",2.46163030597641,0.0837247115387647,FALSE
"225","SCUBE3 CEGF3",2.44967485832135,0.059910028424201,FALSE
"226","CCDC146 KIAA1505",2.44463510654989,0.0398256898568483,FALSE
"227","BSN KIAA0434 ZNF231",2.44293110886485,0.0927620584641311,FALSE
"228","ADAM23 MDC3",2.44123266620616,0.102191437046881,FALSE
"229","VCAM1",2.44068181468456,0.0616437653278978,FALSE
"230","RNF225",2.43823979646651,0.0805002550029361,FALSE
"231","TMEM121 HHOLE",2.43246829175513,0.169821493861768,FALSE
"232","ZNF232 ZSCAN11",2.42529149587468,0.211777600950468,FALSE
"233","ADGRF5 GPR116 KIAA0758",2.4242140640866,0.153810573253378,FALSE
"234","KIF20A MKLP2 RAB6KIFL",2.41885053243635,0.0462848783806969,FALSE
"235","PRDM10 KIAA1231 PFM7 TRIS",2.41862653957422,0.257221666035057,FALSE
"236","KLHL13 BKLHD2 KIAA1309",2.41796605088897,0.170544044330309,FALSE
"237","SEC14L4 TAP3",2.41599979767216,0.0942476085070375,FALSE
"238","NSMF NELF",2.41388156185425,0.192590144794623,FALSE
"239","ATXN7L2",2.40124311602286,0.058364138811785,FALSE
"240","GAL3ST2 GP3ST",2.39547184402306,0.219813723965081,FALSE
"241","COL25A1",2.391883464494,0.133319403223044,FALSE
"242","FASN FAS",2.3911059029194,0.0555699634109882,FALSE
"243","PCLO ACZ KIAA0559",2.38812533514374,0.0612244189684611,FALSE
"244","TCF25 KIAA1049 NULP1 FKSG26",2.38494462777679,0.078609805165163,FALSE
"245","ASAP2 DDEF2 KIAA0400",2.3811421276039,0.0784988799489992,FALSE
"246","RRP15 KIAA0507 CGI-115",2.3768640257274,0.0941870274444797,FALSE
"247","MED23 ARC130 CRSP3 DRIP130 KIAA1216 SUR2",2.36972053458907,0.211665384901352,FALSE
"248","ODF2",2.36956224643915,0.069269468075312,FALSE
"249","ALDH3A1 ALDH3",2.36778415485175,0.0678653053103868,FALSE
"250","C16orf72",2.36665066503861,0.171204089974671,FALSE
"251","ENKD1 C16orf48 UNQ6410/PRO21183",2.36536879340737,0.188598549251969,FALSE
"252","Q6ZVQ6",2.36412458547971,0.0952213930644558,FALSE
"253","LAMA5 KIAA0533 KIAA1907",2.3470798813319,0.18081974388056,FALSE
"254","ACAA2",2.34523349218813,0.191089030941683,FALSE
"255","ORC2 ORC2L",2.34176643903447,0.0485526606861964,FALSE
"256","RBM12B-AS1 C8orf39 PRO1905",2.32948680600403,0.132087720466075,FALSE
"257","C3orf70",2.32810445344954,0.139415995335327,FALSE
"258","SAMD3",2.32330864342805,0.139869117431242,FALSE
"259","CCDC17",2.31630134633948,0.0566645796553812,FALSE
"260","PPM1A PPPM1A",2.31221432443034,0.165933788033438,FALSE
"261","HLA-DQA2 HLA-DXA",2.31192130703602,0.0481401688509219,FALSE
"262","OR2T11",2.30860635049797,0.105520058224301,FALSE
"263","KIAA0895L",2.30560551794803,0.15011841928413,FALSE
"264","NXF3 TAPL3",2.30347243355607,0.170691078419071,FALSE
"265","ZNF106 SH3BP3 ZFP106 ZNF474",2.30322793062137,0.196707950109254,FALSE
"266","ABCA5 KIAA1888",2.30303884322712,0.101364671136936,FALSE
"267","FANCM KIAA1596",2.3013763090642,0.149415612420152,FALSE
"268","AMER1 FAM123B WTX",2.29991267587091,0.0922887492196932,FALSE
"269","ZSCAN31 ZNF310P ZNF323",2.29714217452595,0.12642781871709,FALSE
"270","ADAM32 UNQ5982/PRO21340",2.29676429377401,0.259191291562779,FALSE
"271","CMSS1 C3orf26",2.28963786684219,0.0797518185260825,FALSE
"272","KCTD2 KIAA0176",2.28903056212627,0.157424625313339,FALSE
"273","AEN ISG20L1 SBBI58",2.28783645690358,0.134454634598842,FALSE
"274","DNAJC19 TIM14 TIMM14",2.28393050090336,0.136140131502277,FALSE
"275","CFAP45 CCDC19 NESG1",2.28366843503925,0.0743858714518452,FALSE
"276","BAZ2B KIAA1476",2.27521721590715,0.131922540608711,FALSE
"277","C9orf57",2.25538302138912,0.0696036843166926,FALSE
"278","LRP2",2.25178260695171,0.0736684086455453,FALSE
"279","SCN8A MED",2.24799756856659,0.055506419418452,FALSE
"280","NCKAP5 ERIH NAP5",2.24450264243123,0.104583697040938,FALSE
"281","SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1",2.24235173772591,0.136127849042805,FALSE
"282","FANCI KIAA1794",2.24119039997653,0.0724182843631721,FALSE
"283","ZNF649",2.2377741612663,0.159713642267911,FALSE
"284","C2orf73",2.23628104835361,0.103323210845323,FALSE
"285","CYP8B1 CYP12",2.23136956662822,0.0621145705502628,FALSE
"286","AP3D1 PRO0039",2.22778698358166,0.063114636992595,FALSE
"287","PRR11",2.2276651362823,0.083200385551004,FALSE
"288","H1-7 H1FNT HANP1",2.22071761755439,0.0641683270624074,FALSE
"289","PPP1R12C LENG3 MBS85",2.21849165353942,0.101586977282967,FALSE
"290","PTK2 FAK FAK1",2.21424213124211,0.0618560322092041,FALSE
"291","OSBPL11 ORP11 OSBP12",2.19605740666769,0.0488103685766504,FALSE
"292","ERCC6 CSB",2.19485822431599,0.0966751001980077,FALSE
"293","C11orf96 AG2",2.19053955339379,0.0444207598675454,FALSE
"294","ATG3 APG3 APG3L",2.18648491783371,0.0772306070776879,FALSE
"295","TDRKH TDRD2",2.18436721824916,0.0775118527096226,FALSE
"296","KIF28P KLP6",2.17913324283747,0.052829697861882,FALSE
"297","PM20D2 ACY1L2",2.17803462892054,0.141546768288426,FALSE
"298","CYP4F3 LTB4H",2.17373452208964,0.0622596763205846,FALSE
"299","SPATA4 TSARG2",2.17289227795003,0.0737340589171718,FALSE
"300","MAPKBP1 JNKBP1 KIAA0596",2.17140005412603,0.0565704613687668,FALSE
"301","TCTE1 DRC5",2.16740970749694,0.0504322641739941,FALSE
"302","DNAJC25",2.16573376320343,0.146663104915509,FALSE
"303","TLE1",2.16321744505197,0.0647944665910384,FALSE
"304","PLA2G6 PLPLA9",2.16137046427492,0.0740953145757241,FALSE
"305","CASP4 ICH2",2.15989309344184,0.110734293482686,FALSE
"306","DNA2 DNA2L KIAA0083",2.14831434565231,0.0470423744870626,FALSE
"307","PISD",2.14054023497347,0.100762635423193,FALSE
"308","CCDC62",2.13640232931059,0.220200566494422,FALSE
"309","DNAH14 C1orf67",2.13470326967787,0.043685723894744,FALSE
"310","DNAJA2 CPR3 HIRIP4",2.13395786531315,0.183855520276029,FALSE
"311","INF2 C14orf151 C14orf173",2.13382529382349,0.0633107237510262,FALSE
"312","KAT2B PCAF",2.12907760196043,0.0860527171229531,FALSE
"313","GLRB",2.12665767903387,0.11880071799765,FALSE
"314","YBEY C21orf57",2.11957840063234,0.0593204850775603,FALSE
"315","VWDE",2.11664947542757,0.0964090061179944,FALSE
"316","EIF4G2 DAP5 OK/SW-cl.75",2.11359428784494,0.0876156753721141,FALSE
"317","DNAH9 DNAH17L DNEL1 KIAA0357",2.11276985390565,0.0504348079959545,FALSE
"318","IGF2BP3 IMP3 KOC1 VICKZ3",2.10992635447807,0.0708774043023084,FALSE
"319","PHF20 C20orf104 GLEA2 HCA58 NZF TZP",2.10557363682561,0.0841486531526691,FALSE
"320","SLC9A5 NHE5",2.10163305137622,0.0815217851466901,FALSE
"321","PLA2G2A PLA2B PLA2L RASF-A",2.10104188903482,0.0846287282946149,FALSE
"322","KCNT1 KIAA1422",2.09114965904356,0.0435805250867303,FALSE
"323","ZNF699",2.09032578933396,0.0680290492918725,FALSE
"324","PANO1 PANO",2.08908882145827,0.0391990732457143,FALSE
"325","MAGI1 AIP3 BAIAP1 BAP1 TNRC19",2.08443263101782,0.0619561307055075,FALSE
"326","ZNF736",2.08307514817377,0.0824688719363978,FALSE
"327","SENP7 KIAA1707 SSP2 SUSP2",2.08167998554957,0.126219061376034,FALSE
"328","MAP4",2.080969804761,0.0833493811795559,FALSE
"329","DNAH6 DNAHC6 DNHL1 HL2 KIAA1697",2.08055964238871,0.0473704199005789,FALSE
"330","STEAP3 TSAP6",2.08047773613796,0.0857927656523331,FALSE
"331","GALNT11",2.07789110462782,0.0647614771631388,FALSE
"332","ELP1 IKAP IKBKAP",2.07787361983714,0.0401831477965224,FALSE
"333","SGSM3 MAP RABGAPLP RUTBC3",2.0762733630888,0.0452109444165516,FALSE
"334","CFAP52 WDR16 WDRPUH",2.07298608862514,0.0968364701302171,FALSE
"335","C12orf65 My030",2.0704363116282,0.0912759458452514,FALSE
"336","ZNF674",2.06842741823247,0.0738767858480578,FALSE
"337","ZFP64 ZNF338",2.06417746100861,0.096843029123326,FALSE
"338","TIGD6",2.06220106955607,0.101823388941914,FALSE
"339","C8orf87",2.05520955747787,0.0707043517190567,FALSE
"340","CDH13 CDHH",2.05312021428179,0.116849290407613,FALSE
"341","ZNF623 KIAA0628",2.04891311741908,0.158696968833712,FALSE
"342","RSF1 HBXAP XAP8",2.04079886931,0.0719548280742786,FALSE
"343","RADX CXorf57",2.03954208734472,0.0474175374724202,FALSE
"344","WDR3",2.03818387635347,0.129206327593887,FALSE
"345","ADAMTS9 KIAA1312",2.03813633206537,0.106978493879686,FALSE
"346","GPBP1L1 SP192",2.03760795662658,0.063084440927248,FALSE
"347","ZNF559",2.03750000670105,0.107291932068277,FALSE
"348","HCN1 BCNG1",2.03081207981205,0.0474666368554853,FALSE
"349","FLNB FLN1L FLN3 TABP TAP",2.02406064617736,0.095441951308317,FALSE
"350","POU5F2 SPRM1",2.0228862579325,0.043091759013419,FALSE
"351","SMCHD1 KIAA0650",2.02184078397586,0.0415463989052602,FALSE
"352","KHDRBS1 SAM68",2.01970484772063,0.0812371553859439,FALSE
"353","ETV4 E1AF PEA3",2.01897117256688,0.0388000198277575,FALSE
"354","PHACTR1 KIAA1733 RPEL1",2.01764208899113,0.0953408333345981,FALSE
"355","PNMT PENT",2.01512652408622,0.0401316233997567,FALSE
"356","MAP2",2.01391731456389,0.0542968483390096,FALSE
"357","RPUSD1 C16orf40 RLUCL",2.01350828822581,0.0814375040459209,FALSE
"358","DNMT1 AIM CXXC9 DNMT",2.01209802880113,0.0472023437608814,FALSE
"359","REXO5 44M2.3",2.01118803681214,0.0395620143965056,FALSE
"360","IRX5 IRX2A IRXB2",2.01003093200806,0.0929443985035098,FALSE
"361","ZPBP2 ZPBPL",2.00629530058372,0.0533100699451156,FALSE
"362","LEG1 C6orf58",2.00229960542682,0.0417792228481626,FALSE
